Gene stable ID,Blue whale gene stable ID,Blue whale gene name,Blue whale homology type,Sperm whale gene stable ID,Sperm whale gene name,Sperm whale homology type,Vaquita gene stable ID,Vaquita gene name,Vaquita homology type,Gene name
ENSBTAG00000031998,ENSBMSG00010020187,,ortholog_one2one,ENSPCTG00005018832,,ortholog_one2one,ENSPSNG00000018317,CXCL16,ortholog_one2one,CXCL16
ENSBTAG00000032209,ENSBMSG00010019173,,ortholog_one2one,ENSPCTG00005009919,,ortholog_one2one,ENSPSNG00000017842,,ortholog_one2one,CXHXorf65
ENSBTAG00000032292,ENSBMSG00010010437,CCDC159,ortholog_one2one,ENSPCTG00005005854,CCDC159,ortholog_one2one,ENSPSNG00000001308,,ortholog_one2one,CCDC159
ENSBTAG00000032613,ENSBMSG00010006414,SCG5,ortholog_one2one,ENSPCTG00005021532,SCG5,ortholog_one2one,ENSPSNG00000004865,SCG5,ortholog_one2one,SCG5
ENSBTAG00000033095,ENSBMSG00010001492,WDR70,ortholog_one2one,ENSPCTG00005016122,WDR70,ortholog_one2one,ENSPSNG00000004131,WDR70,ortholog_one2one,WDR70
ENSBTAG00000033648,ENSBMSG00010008596,INTS12,ortholog_one2one,ENSPCTG00005000413,INTS12,ortholog_one2one,ENSPSNG00000006928,INTS12,ortholog_one2one,INTS12
ENSBTAG00000033679,ENSBMSG00010004479,HLCS,ortholog_one2one,ENSPCTG00005005026,HLCS,ortholog_one2one,ENSPSNG00000002751,HLCS,ortholog_one2one,HLCS
ENSBTAG00000035064,ENSBMSG00010019168,C7orf57,ortholog_one2one,,,,ENSPSNG00000012518,C7orf57,ortholog_one2one,C7orf57
ENSBTAG00000035175,ENSBMSG00010021527,DONSON,ortholog_one2one,ENSPCTG00005003554,DONSON,ortholog_one2one,ENSPSNG00000001955,DONSON,ortholog_one2one,DONSON
ENSBTAG00000036282,ENSBMSG00010008631,CCDC59,ortholog_one2one,ENSPCTG00005020122,CCDC59,ortholog_one2one,,,,CCDC59
ENSBTAG00000036282,ENSBMSG00010008631,CCDC59,ortholog_one2one,ENSPCTG00005020122,CCDC59,ortholog_one2one,,,,CCDC59
ENSBTAG00000036355,,,,ENSPCTG00005017511,MIR671,ortholog_one2one,ENSPSNG00000005269,MIR671,ortholog_one2one,bta-mir-671
ENSBTAG00000038116,,,,ENSPCTG00005004338,,ortholog_one2one,ENSPSNG00000007780,,ortholog_one2one,
ENSBTAG00000038117,ENSBMSG00010007011,ATG10,ortholog_one2one,ENSPCTG00005004830,ATG10,ortholog_one2one,ENSPSNG00000003163,ATG10,ortholog_one2one,ATG10
ENSBTAG00000038283,ENSBMSG00010007709,TMEM243,ortholog_one2one,ENSPCTG00005003771,TMEM243,ortholog_one2one,ENSPSNG00000016559,TMEM243,ortholog_one2one,TMEM243
ENSBTAG00000038298,ENSBMSG00010011163,CCDC174,ortholog_one2one,ENSPCTG00005004364,CCDC174,ortholog_one2one,ENSPSNG00000022707,CCDC174,ortholog_one2one,CCDC174
ENSBTAG00000038462,ENSBMSG00010022296,TMEM182,ortholog_one2one,ENSPCTG00005013706,TMEM182,ortholog_one2one,ENSPSNG00000009492,TMEM182,ortholog_one2one,TMEM182
ENSBTAG00000038620,ENSBMSG00010005507,CIR1,ortholog_one2one,ENSPCTG00005005746,CIR1,ortholog_one2one,ENSPSNG00000006675,CIR1,ortholog_one2one,CIR1
ENSBTAG00000038691,ENSBMSG00010004326,DPH7,ortholog_one2one,ENSPCTG00005006734,DPH7,ortholog_one2one,ENSPSNG00000005364,DPH7,ortholog_one2one,DPH7
ENSBTAG00000039138,ENSBMSG00010004312,MRPL41,ortholog_one2one,ENSPCTG00005006767,MRPL41,ortholog_one2one,ENSPSNG00000005379,MRPL41,ortholog_one2one,MRPL41
ENSBTAG00000039705,ENSBMSG00010017031,HGH1,ortholog_one2one,ENSPCTG00005010845,HGH1,ortholog_one2one,ENSPSNG00000021392,HGH1,ortholog_one2one,HGH1
ENSBTAG00000039709,ENSBMSG00010007079,PARPBP,ortholog_one2one,ENSPCTG00005016310,PARPBP,ortholog_one2one,ENSPSNG00000006060,PARPBP,ortholog_one2one,PARPBP
ENSBTAG00000039770,ENSBMSG00010015184,CEBPZ,ortholog_one2one,ENSPCTG00005015556,CEBPZ,ortholog_one2one,ENSPSNG00000014215,CEBPZ,ortholog_one2one,CEBPZ
ENSBTAG00000040199,ENSBMSG00010008055,POLR2H,ortholog_one2one,ENSPCTG00005007488,POLR2H,ortholog_one2one,ENSPSNG00000004087,POLR2H,ortholog_one2one,POLR2H
ENSBTAG00000040333,ENSBMSG00010003709,QDPR,ortholog_one2one,ENSPCTG00005015942,QDPR,ortholog_one2one,ENSPSNG00000016877,QDPR,ortholog_one2one,QDPR
ENSBTAG00000040368,ENSBMSG00010003912,AAGAB,ortholog_one2one,ENSPCTG00005018169,AAGAB,ortholog_one2one,ENSPSNG00000002239,AAGAB,ortholog_one2one,AAGAB
ENSBTAG00000042458,ENSBMSG00010004962,RNase_MRP,ortholog_one2one,ENSPCTG00005018809,RNase_MRP,ortholog_one2one,ENSPSNG00000016402,RNase_MRP,ortholog_one2one,RNase_MRP
ENSBTAG00000043546,,,,,,,ENSPSNG00000006593,,ortholog_one2one,ND6
ENSBTAG00000044029,ENSBMSG00010007781,AVEN,ortholog_one2one,ENSPCTG00005022281,AVEN,ortholog_one2one,ENSPSNG00000009155,AVEN,ortholog_one2one,AVEN
ENSBTAG00000044035,ENSBMSG00010006102,GPRIN1,ortholog_one2one,ENSPCTG00005003204,GPRIN1,ortholog_one2one,,,,GPRIN1
ENSBTAG00000044079,,,,ENSPCTG00005004978,,ortholog_one2one,ENSPSNG00000005550,,ortholog_one2one,UQCC5
ENSBTAG00000044099,ENSBMSG00010015839,ZSWIM7,ortholog_one2one,ENSPCTG00005007908,ZSWIM7,ortholog_one2one,,,,ZSWIM7
ENSBTAG00000044158,ENSBMSG00010013096,LDLRAD3,ortholog_one2one,ENSPCTG00005013075,LDLRAD3,ortholog_one2one,ENSPSNG00000019913,LDLRAD3,ortholog_one2one,LDLRAD3
ENSBTAG00000044175,ENSBMSG00010007231,CENPK,ortholog_one2one,ENSPCTG00005012024,CENPK,ortholog_one2one,ENSPSNG00000010494,CENPK,ortholog_one2one,CENPK
ENSBTAG00000044178,ENSBMSG00010003220,ZMPSTE24,ortholog_one2one,ENSPCTG00005000946,ZMPSTE24,ortholog_one2one,ENSPSNG00000000265,ZMPSTE24,ortholog_one2one,ZMPSTE24
ENSBTAG00000045510,ENSBMSG00010017776,EMC10,ortholog_one2one,ENSPCTG00005017795,EMC10,ortholog_one2one,ENSPSNG00000019334,EMC10,ortholog_one2one,EMC10
ENSBTAG00000045664,ENSBMSG00010004731,LRRC41,ortholog_one2one,ENSPCTG00005017698,LRRC41,ortholog_one2one,ENSPSNG00000006870,LRRC41,ortholog_one2one,LRRC41
ENSBTAG00000045732,ENSBMSG00010014790,CFAP97D1,ortholog_one2one,ENSPCTG00005012455,CFAP97D1,ortholog_one2one,ENSPSNG00000015557,CFAP97D1,ortholog_one2one,CFAP97D1
ENSBTAG00000045776,ENSBMSG00010002043,C1orf122,ortholog_one2one,ENSPCTG00005003734,C3H1orf122,ortholog_one2one,ENSPSNG00000019003,C1orf122,ortholog_one2one,C3H1orf122
ENSBTAG00000045808,ENSBMSG00010019088,,ortholog_one2one,ENSPCTG00005001944,,ortholog_one2one,ENSPSNG00000019548,,ortholog_one2one,IL17REL
ENSBTAG00000045893,ENSBMSG00010010845,TIMM29,ortholog_one2one,,,,ENSPSNG00000000852,TIMM29,ortholog_one2one,TIMM29
ENSBTAG00000045893,ENSBMSG00010010845,TIMM29,ortholog_one2one,,,,ENSPSNG00000000852,TIMM29,ortholog_one2one,TIMM29
ENSBTAG00000045930,ENSBMSG00010021520,SYCN,ortholog_one2one,ENSPCTG00005016224,SYCN,ortholog_one2one,ENSPSNG00000021842,SYCN,ortholog_one2one,SYCN
ENSBTAG00000045946,ENSBMSG00010020009,VMO1,ortholog_one2one,ENSPCTG00005018226,VMO1,ortholog_one2one,ENSPSNG00000018781,VMO1,ortholog_one2one,VMO1
ENSBTAG00000046019,ENSBMSG00010012365,SDHA,ortholog_one2one,ENSPCTG00005000654,SDHA,ortholog_one2one,ENSPSNG00000003340,SDHA,ortholog_one2one,SDHA
ENSBTAG00000046073,ENSBMSG00010001682,TMEM240,ortholog_one2one,ENSPCTG00005002318,TMEM240,ortholog_one2one,ENSPSNG00000001386,TMEM240,ortholog_one2one,TMEM240
ENSBTAG00000046192,ENSBMSG00010008004,AK6,ortholog_one2one,ENSPCTG00005000633,AK6,ortholog_one2one,,,,AK6
ENSBTAG00000046192,ENSBMSG00010008004,AK6,ortholog_one2one,ENSPCTG00005000633,AK6,ortholog_one2one,,,,AK6
ENSBTAG00000046298,ENSBMSG00010006700,SYCE3,ortholog_one2one,,,,ENSPSNG00000014396,SYCE3,ortholog_one2one,SYCE3
ENSBTAG00000046406,ENSBMSG00010000424,R3HDM4,ortholog_one2one,ENSPCTG00005021458,R3HDM4,ortholog_one2one,ENSPSNG00000008047,R3HDM4,ortholog_one2one,R3HDM4
ENSBTAG00000046520,ENSBMSG00010011196,TCFL5,ortholog_one2one,ENSPCTG00005010449,,ortholog_one2one,ENSPSNG00000021221,TCFL5,ortholog_one2one,TCFL5
ENSBTAG00000046671,ENSBMSG00010001770,WFS1,ortholog_one2one,ENSPCTG00005000923,WFS1,ortholog_one2one,ENSPSNG00000016467,WFS1,ortholog_one2one,WFS1
ENSBTAG00000046919,ENSBMSG00010019946,ADPRM,ortholog_one2one,ENSPCTG00005013144,ADPRM,ortholog_one2one,ENSPSNG00000019501,ADPRM,ortholog_one2one,ADPRM
ENSBTAG00000046959,ENSBMSG00010013748,CGGBP1,ortholog_one2one,ENSPCTG00005017471,CGGBP1,ortholog_one2one,ENSPSNG00000008398,CGGBP1,ortholog_one2one,CGGBP1
ENSBTAG00000046990,ENSBMSG00010001165,GON7,ortholog_one2one,ENSPCTG00005015476,,ortholog_one2one,ENSPSNG00000000962,GON7,ortholog_one2one,GON7
ENSBTAG00000047004,ENSBMSG00010010406,UMAD1,ortholog_one2one,ENSPCTG00005004533,UMAD1,ortholog_one2one,ENSPSNG00000006522,UMAD1,ortholog_one2one,UMAD1
ENSBTAG00000047139,ENSBMSG00010016699,SPRING1,ortholog_one2one,ENSPCTG00005015625,SPRING1,ortholog_one2one,ENSPSNG00000013295,SPRING1,ortholog_one2one,SPRING1
ENSBTAG00000047217,ENSBMSG00010000457,MED16,ortholog_one2one,ENSPCTG00005009505,MED16,ortholog_one2one,ENSPSNG00000007953,MED16,ortholog_one2one,MED16
ENSBTAG00000047293,,,,ENSPCTG00005020884,NRIP1,ortholog_one2one,ENSPSNG00000012283,NRIP1,ortholog_one2one,NRIP1
ENSBTAG00000047299,ENSBMSG00010018836,,ortholog_one2one,ENSPCTG00005009045,,ortholog_one2one,ENSPSNG00000021716,,ortholog_one2one,
ENSBTAG00000047772,ENSBMSG00010014557,FBXO48,ortholog_one2one,ENSPCTG00005008864,FBXO48,ortholog_one2one,ENSPSNG00000017972,FBXO48,ortholog_one2one,FBXO48
ENSBTAG00000047780,,,,ENSPCTG00005000571,CCDC127,ortholog_one2one,ENSPSNG00000003775,CCDC127,ortholog_one2one,CCDC127
ENSBTAG00000047780,,,,ENSPCTG00005000571,CCDC127,ortholog_one2one,ENSPSNG00000003775,CCDC127,ortholog_one2one,CCDC127
ENSBTAG00000048195,ENSBMSG00010004474,PIGX,ortholog_one2one,ENSPCTG00005003544,PIGX,ortholog_one2one,ENSPSNG00000018666,PIGX,ortholog_one2one,PIGX
ENSBTAG00000048280,ENSBMSG00010007373,UQCC6,ortholog_one2one,ENSPCTG00005018570,C6H12orf73,ortholog_one2one,,,,UQCC6
ENSBTAG00000048280,ENSBMSG00010007373,UQCC6,ortholog_one2one,ENSPCTG00005018570,C6H12orf73,ortholog_one2one,,,,UQCC6
ENSBTAG00000048308,ENSBMSG00010003819,ICMT,ortholog_one2one,,,,ENSPSNG00000003811,ICMT,ortholog_one2one,ICMT
ENSBTAG00000048308,ENSBMSG00010003819,ICMT,ortholog_one2one,,,,ENSPSNG00000003811,ICMT,ortholog_one2one,ICMT
ENSBTAG00000048885,ENSBMSG00010017317,,ortholog_one2one,ENSPCTG00005021860,C22orf39,ortholog_one2one,ENSPSNG00000022302,C22orf39,ortholog_one2one,
ENSBTAG00000048991,ENSBMSG00010018687,REC114,ortholog_one2one,ENSPCTG00005012991,REC114,ortholog_one2one,ENSPSNG00000003409,REC114,ortholog_one2one,REC114
ENSBTAG00000049217,ENSBMSG00010000891,,ortholog_one2one,ENSPCTG00005002872,,ortholog_one2one,,,,
ENSBTAG00000049217,ENSBMSG00010000891,,ortholog_one2one,ENSPCTG00005002872,,ortholog_one2one,,,,
ENSBTAG00000049604,ENSBMSG00010001696,PPP4R4,ortholog_one2one,ENSPCTG00005018575,PPP4R4,ortholog_one2one,ENSPSNG00000002277,PPP4R4,ortholog_one2one,PPP4R4
ENSBTAG00000050360,,,,ENSPCTG00005002850,,ortholog_one2one,ENSPSNG00000016220,,ortholog_one2one,
ENSBTAG00000050569,,,,ENSPCTG00005015502,,ortholog_one2one,,,,
ENSBTAG00000051049,,,,ENSPCTG00005012315,,ortholog_one2one,ENSPSNG00000022679,,ortholog_one2one,
ENSBTAG00000051647,ENSBMSG00010019730,,ortholog_one2one,ENSPCTG00005004423,,ortholog_one2one,ENSPSNG00000022163,,ortholog_one2one,
ENSBTAG00000051978,ENSBMSG00010014296,C19orf85,ortholog_one2one,ENSPCTG00005020461,C19orf85,ortholog_one2one,ENSPSNG00000005951,C19orf85,ortholog_one2one,C19orf85
ENSBTAG00000052073,ENSBMSG00010004163,SPATA17,ortholog_one2one,ENSPCTG00005002604,SPATA17,ortholog_one2one,ENSPSNG00000003584,SPATA17,ortholog_one2one,SPATA17
ENSBTAG00000052192,ENSBMSG00010013681,,ortholog_one2one,ENSPCTG00005009900,,ortholog_one2one,ENSPSNG00000008622,,ortholog_one2one,SPATA33
ENSBTAG00000052481,ENSBMSG00010018869,IRGQ,ortholog_one2one,ENSPCTG00005004773,IRGQ,ortholog_one2one,ENSPSNG00000012740,IRGQ,ortholog_one2one,IRGQ
ENSBTAG00000052512,ENSBMSG00010020860,,ortholog_one2one,ENSPCTG00005009635,,ortholog_one2one,ENSPSNG00000021120,,ortholog_one2one,IL-15L
ENSBTAG00000052669,ENSBMSG00010018428,CYS1,ortholog_one2one,ENSPCTG00005014901,CYS1,ortholog_one2one,ENSPSNG00000022560,CYS1,ortholog_one2one,CYS1
ENSBTAG00000052702,ENSBMSG00010006172,POU2AF3,ortholog_one2one,ENSPCTG00005004340,POU2AF3,ortholog_one2one,ENSPSNG00000007536,POU2AF3,ortholog_one2one,POU2AF3
ENSBTAG00000052979,ENSBMSG00010004484,TMEM69,ortholog_one2one,ENSPCTG00005018297,TMEM69,ortholog_one2one,ENSPSNG00000006236,TMEM69,ortholog_one2one,TMEM69
ENSBTAG00000053303,ENSBMSG00010022478,C12orf4,ortholog_one2one,ENSPCTG00005012051,C6H12orf4,ortholog_one2one,ENSPSNG00000009042,C12orf4,ortholog_one2one,C5H12orf4
ENSBTAG00000053812,,,,,,,ENSPSNG00000009640,,ortholog_one2one,
ENSBTAG00000053909,ENSBMSG00010017953,NAT9,ortholog_one2one,ENSPCTG00005017822,NAT9,ortholog_one2one,ENSPSNG00000021176,NAT9,ortholog_one2one,NAT9
ENSBTAG00000054199,ENSBMSG00010014283,COA4,ortholog_one2one,ENSPCTG00005016081,COA4,ortholog_one2one,ENSPSNG00000007792,COA4,ortholog_one2one,COA4
ENSBTAG00000054265,ENSBMSG00010014599,GFY,ortholog_one2one,ENSPCTG00005015696,GFY,ortholog_one2one,,,,GFY
ENSBTAG00000054647,,,,ENSPCTG00005007416,RPE,ortholog_one2one,,,,RPE
ENSBTAG00000054647,,,,ENSPCTG00005007416,RPE,ortholog_one2one,,,,RPE
ENSBTAG00000054647,,,,ENSPCTG00005007416,RPE,ortholog_one2one,,,,RPE
ENSBTAG00000054647,,,,ENSPCTG00005007416,RPE,ortholog_one2one,,,,RPE
ENSBTAG00000054868,ENSBMSG00010021278,LAGE3,ortholog_one2one,,,,,,,LAGE3
ENSBTAG00000054868,ENSBMSG00010021278,LAGE3,ortholog_one2one,,,,,,,LAGE3
ENSBTAG00000054868,ENSBMSG00010021278,LAGE3,ortholog_one2one,,,,,,,LAGE3
ENSBTAG00000054868,ENSBMSG00010021278,LAGE3,ortholog_one2one,,,,,,,LAGE3
ENSBTAG00000054991,,,,ENSPCTG00005006514,,ortholog_one2one,,,,
ENSBTAG00000054993,ENSBMSG00010015728,SPMIP11,ortholog_one2one,ENSPCTG00005009964,TEX49,ortholog_one2one,ENSPSNG00000012970,SPMIP11,ortholog_one2one,SPMIP11
ENSBTAG00000055034,ENSBMSG00010015403,CFAP90,ortholog_one2one,ENSPCTG00005002289,CFAP90,ortholog_one2one,ENSPSNG00000001622,CFAP90,ortholog_one2one,CFAP90
ENSBTAG00000055114,ENSBMSG00010014262,DLEU7,ortholog_one2one,ENSPCTG00005015971,DLEU7,ortholog_one2one,ENSPSNG00000022427,DLEU7,ortholog_one2one,DLEU7
ENSBTAG00000055226,ENSBMSG00010005102,,ortholog_one2one,,,,ENSPSNG00000016245,,ortholog_one2one,
ENSBTAG00000055416,ENSBMSG00010001993,TMEM52,ortholog_one2one,,,,ENSPSNG00000001770,TMEM52,ortholog_one2one,TMEM52
ENSBTAG00000055796,ENSBMSG00010019789,PTRH2,ortholog_one2one,ENSPCTG00005021143,PTRH2,ortholog_one2one,ENSPSNG00000014462,PTRH2,ortholog_one2one,PTRH2
ENSBTAG00000056053,,,,,,,ENSPSNG00000013197,TXNDC17,ortholog_one2one,TXNDC17
ENSBTAG00000056053,,,,,,,ENSPSNG00000013197,TXNDC17,ortholog_one2one,TXNDC17
ENSBTAG00000056053,,,,,,,ENSPSNG00000013197,TXNDC17,ortholog_one2one,TXNDC17
ENSBTAG00000056053,,,,,,,ENSPSNG00000013197,TXNDC17,ortholog_one2one,TXNDC17
ENSBTAG00000057611,ENSBMSG00010002462,,ortholog_one2one,,,,ENSPSNG00000002840,,ortholog_one2one,
ENSBTAG00000057910,ENSBMSG00010012604,CCDC73,ortholog_one2one,ENSPCTG00005014445,CCDC73,ortholog_one2one,ENSPSNG00000015385,CCDC73,ortholog_one2one,
ENSBTAG00000057942,,,,ENSPCTG00005005837,,ortholog_one2one,,,,
ENSBTAG00000058072,,,,,,,ENSPSNG00000021383,,ortholog_one2one,
ENSBTAG00000058435,ENSBMSG00010012075,TMEM115,ortholog_one2one,ENSPCTG00005016791,TMEM115,ortholog_one2one,ENSPSNG00000009223,TMEM115,ortholog_one2one,TMEM115
ENSBTAG00000058577,ENSBMSG00010017697,,ortholog_one2one,ENSPCTG00005020195,,ortholog_one2one,ENSPSNG00000021114,,ortholog_one2one,
ENSBTAG00000060091,ENSBMSG00010009587,C6orf120,ortholog_one2one,,,,ENSPSNG00000009759,C6orf120,ortholog_one2one,C9H6orf120
ENSBTAG00000060091,ENSBMSG00010009587,C6orf120,ortholog_one2one,,,,ENSPSNG00000009759,C6orf120,ortholog_one2one,C9H6orf120
ENSBTAG00000060486,ENSBMSG00010006145,C1orf232,ortholog_one2one,ENSPCTG00005016322,CUNH1orf232,ortholog_one2one,ENSPSNG00000002233,,ortholog_one2one,C1orf232
ENSBTAG00000060603,ENSBMSG00010017423,LLCFC1,ortholog_one2one,,,,,,,LLCFC1
ENSBTAG00000061192,ENSBMSG00010014548,MEIOSIN,ortholog_one2one,ENSPCTG00005013085,MEIOSIN,ortholog_one2one,,,,MEIOSIN
ENSBTAG00000061601,ENSBMSG00010018068,,ortholog_one2one,,,,ENSPSNG00000011461,,ortholog_one2one,
ENSBTAG00000062866,,,,ENSPCTG00005012612,,ortholog_one2one,,,,
ENSBTAG00000063664,ENSBMSG00010014884,SUPT4H1,ortholog_one2one,ENSPCTG00005009689,SUPT4H1,ortholog_one2one,ENSPSNG00000016618,SUPT4H1,ortholog_one2one,SUPT4H1
ENSBTAG00000063903,,,,,,,ENSPSNG00000019699,,ortholog_one2one,
ENSBTAG00000066259,ENSBMSG00010015950,,ortholog_one2one,ENSPCTG00005019733,NDUFAF8,ortholog_one2one,,,,NDUFAF8
ENSBTAG00000066268,,,,ENSPCTG00005012014,C17orf100,ortholog_one2one,ENSPSNG00000013397,C17orf100,ortholog_one2one,C19H17orf100
ENSBTAG00000067643,ENSBMSG00010021864,TIMM10B,ortholog_one2one,ENSPCTG00005016707,TIMM10B,ortholog_one2one,ENSPSNG00000010365,TIMM10B,ortholog_one2one,TIMM10B
ENSBTAG00000068071,ENSBMSG00010008822,,ortholog_one2one,,,,,,,
ENSBTAG00000068665,ENSBMSG00010018772,NDUFB11,ortholog_one2one,ENSPCTG00005010381,NDUFB11,ortholog_one2one,,,,NDUFB11
ENSBTAG00000068665,ENSBMSG00010018772,NDUFB11,ortholog_one2one,ENSPCTG00005010381,NDUFB11,ortholog_one2one,,,,NDUFB11
ENSBTAG00000069009,ENSBMSG00010021793,PRR29,ortholog_one2one,,,,ENSPSNG00000018362,PRR29,ortholog_one2one,
ENSBTAG00000069369,ENSBMSG00010004287,,ortholog_one2one,ENSPCTG00005004490,BRD3OS,ortholog_one2one,,,,
ENSBTAG00000069574,ENSBMSG00010007554,GAS1,ortholog_one2one,ENSPCTG00005004071,GAS1,ortholog_one2one,ENSPSNG00000002141,GAS1,ortholog_one2one,GAS1
ENSBTAG00000069592,ENSBMSG00010011642,RNF26,ortholog_one2one,ENSPCTG00005008815,RNF26,ortholog_one2one,ENSPSNG00000020952,RNF26,ortholog_one2one,RNF26
ENSBTAG00000069741,,,,ENSPCTG00005017830,,ortholog_one2one,ENSPSNG00000020249,C14orf119,ortholog_one2one,
