Gene stable ID,Zebra finch gene stable ID,Zebra finch gene name,Zebra finch homology type,Great Tit gene stable ID,Great Tit gene name,Great Tit homology type,Kakapo gene stable ID,Kakapo gene name,Kakapo homology type,Gene name
ENSGALG00010020102,,,,ENSPMJG00000004285,,ortholog_one2one,ENSSHBG00005013929,TMEM127,ortholog_one2one,TMEM127
ENSGALG00010020113,,,,,,,ENSSHBG00005013935,CIAO1,ortholog_one2one,CIAO1
ENSGALG00010020113,,,,,,,ENSSHBG00005013935,CIAO1,ortholog_one2one,CIAO1
ENSGALG00010020129,ENSTGUG00000028451,MGAT2,ortholog_one2one,ENSPMJG00000013855,MGAT2,ortholog_one2one,ENSSHBG00005006837,MGAT2,ortholog_one2one,MGAT2
ENSGALG00010020137,ENSTGUG00000005243,NTAN1,ortholog_one2one,ENSPMJG00000010471,NTAN1,ortholog_one2one,ENSSHBG00005004940,NTAN1,ortholog_one2one,NTAN1
ENSGALG00010020138,ENSTGUG00000002822,,ortholog_one2one,ENSPMJG00000013356,,ortholog_one2one,ENSSHBG00005018677,,ortholog_one2one,
ENSGALG00010020141,ENSTGUG00000009431,THOC7,ortholog_one2one,ENSPMJG00000005073,THOC7,ortholog_one2one,ENSSHBG00005014867,THOC7,ortholog_one2one,THOC7
ENSGALG00010020248,,,,ENSPMJG00000015515,NOLC1,ortholog_one2one,ENSSHBG00005002008,NOLC1,ortholog_one2one,NOLC1
ENSGALG00010020261,ENSTGUG00000021162,,ortholog_one2one,ENSPMJG00000014083,,ortholog_one2one,ENSSHBG00005018519,,ortholog_one2one,SSU72
ENSGALG00010020284,ENSTGUG00000022106,,ortholog_one2one,ENSPMJG00000019896,HEG1,ortholog_one2one,,,,HEG1
ENSGALG00010020298,ENSTGUG00000025197,,ortholog_one2one,ENSPMJG00000017781,,ortholog_one2one,ENSSHBG00005012386,PBDC1,ortholog_one2one,
ENSGALG00010020321,,,,ENSPMJG00000009505,SZRD1,ortholog_one2one,ENSSHBG00005016237,SZRD1,ortholog_one2one,SZRD1
ENSGALG00010020321,,,,ENSPMJG00000009505,SZRD1,ortholog_one2one,ENSSHBG00005016237,SZRD1,ortholog_one2one,SZRD1
ENSGALG00010020364,ENSTGUG00000006277,MRPL16,ortholog_one2one,ENSPMJG00000006934,MRPL16,ortholog_one2one,ENSSHBG00005018806,MRPL16,ortholog_one2one,MRPL16
ENSGALG00010020370,ENSTGUG00000008779,CEP55,ortholog_one2one,ENSPMJG00000002921,CEP55,ortholog_one2one,ENSSHBG00005011034,CEP55,ortholog_one2one,CEP55
ENSGALG00010020374,,,,ENSPMJG00000015778,PCNA,ortholog_one2one,ENSSHBG00005006920,PCNA,ortholog_one2one,PCNA
ENSGALG00010020374,,,,ENSPMJG00000015778,PCNA,ortholog_one2one,ENSSHBG00005006920,PCNA,ortholog_one2one,PCNA
ENSGALG00010020375,ENSTGUG00000003759,LRPPRC,ortholog_one2one,ENSPMJG00000013802,LRPPRC,ortholog_one2one,ENSSHBG00005014079,LRPPRC,ortholog_one2one,LRPPRC
ENSGALG00010020415,ENSTGUG00000009587,TSR3,ortholog_one2one,ENSPMJG00000000790,TSR3,ortholog_one2one,ENSSHBG00005020436,TSR3,ortholog_one2one,TSR3
ENSGALG00010020433,ENSTGUG00000009589,GNPTG,ortholog_one2one,ENSPMJG00000000798,GNPTG,ortholog_one2one,ENSSHBG00005020445,GNPTG,ortholog_one2one,GNPTG
ENSGALG00010020473,ENSTGUG00000006345,TMEM109,ortholog_one2one,,,,,,,TMEM109
ENSGALG00010020481,ENSTGUG00000008399,RPP30,ortholog_one2one,ENSPMJG00000000509,RPP30,ortholog_one2one,ENSSHBG00005004414,RPP30,ortholog_one2one,RPP30
ENSGALG00010020484,ENSTGUG00000010192,TRNT1,ortholog_one2one,ENSPMJG00000005765,TRNT1,ortholog_one2one,ENSSHBG00005021236,TRNT1,ortholog_one2one,TRNT1
ENSGALG00010020509,ENSTGUG00000010200,CRBN,ortholog_one2one,ENSPMJG00000005773,CRBN,ortholog_one2one,ENSSHBG00005021235,CRBN,ortholog_one2one,CRBN
ENSGALG00010020546,ENSTGUG00000004585,LRRC20,ortholog_one2one,ENSPMJG00000015346,LRRC20,ortholog_one2one,ENSSHBG00005012413,LRRC20,ortholog_one2one,LRRC20
ENSGALG00010020556,,,,,,,ENSSHBG00005007634,EMC1,ortholog_one2one,EMC1
ENSGALG00010020556,,,,,,,ENSSHBG00005007634,EMC1,ortholog_one2one,EMC1
ENSGALG00010020571,,,,ENSPMJG00000002289,MRTO4,ortholog_one2one,ENSSHBG00005007596,MRTO4,ortholog_one2one,MRTO4
ENSGALG00010020571,,,,ENSPMJG00000002289,MRTO4,ortholog_one2one,ENSSHBG00005007596,MRTO4,ortholog_one2one,MRTO4
ENSGALG00010020574,ENSTGUG00000003109,DTL,ortholog_one2one,ENSPMJG00000013575,DTL,ortholog_one2one,ENSSHBG00005006047,DTL,ortholog_one2one,DTL
ENSGALG00010020590,ENSTGUG00000003120,INTS7,ortholog_one2one,ENSPMJG00000013576,INTS7,ortholog_one2one,ENSSHBG00005006098,INTS7,ortholog_one2one,INTS7
ENSGALG00010020595,ENSTGUG00000009586,ZFYVE27,ortholog_one2one,ENSPMJG00000004057,ZFYVE27,ortholog_one2one,ENSSHBG00005020886,ZFYVE27,ortholog_one2one,ZFYVE27
ENSGALG00010020596,ENSTGUG00000010221,SUMF1,ortholog_one2one,ENSPMJG00000005794,SUMF1,ortholog_one2one,ENSSHBG00005021231,SUMF1,ortholog_one2one,SUMF1
ENSGALG00010020601,,,,,,,ENSSHBG00005014232,AKIP1,ortholog_one2one,AKIP1
ENSGALG00010020609,ENSTGUG00000025747,AVPI1,ortholog_one2one,,,,ENSSHBG00005020896,AVPI1,ortholog_one2one,AVPI1
ENSGALG00010020614,,,,ENSPMJG00000019909,FAIM,ortholog_one2one,ENSSHBG00005002176,FAIM,ortholog_one2one,FAIM
ENSGALG00010020614,,,,ENSPMJG00000019909,FAIM,ortholog_one2one,ENSSHBG00005002176,FAIM,ortholog_one2one,FAIM
ENSGALG00010020620,ENSTGUG00000005331,MARF1,ortholog_one2one,ENSPMJG00000010484,MARF1,ortholog_one2one,ENSSHBG00005004967,MARF1,ortholog_one2one,MARF1
ENSGALG00010020624,ENSTGUG00000016993,MICOS10,ortholog_one2one,ENSPMJG00000002540,MICOS10,ortholog_one2one,,,,MINOS1
ENSGALG00010020626,ENSTGUG00000009616,MORN4,ortholog_one2one,ENSPMJG00000004071,MORN4,ortholog_one2one,,,,MORN4
ENSGALG00010020646,,,,ENSPMJG00000019910,CEP70,ortholog_one2one,ENSSHBG00005002124,CEP70,ortholog_one2one,CEP70
ENSGALG00010020646,,,,ENSPMJG00000019910,CEP70,ortholog_one2one,ENSSHBG00005002124,CEP70,ortholog_one2one,CEP70
ENSGALG00010020653,ENSTGUG00000009019,NDUFAF3,ortholog_one2one,ENSPMJG00000004921,NDUFAF3,ortholog_one2one,ENSSHBG00005016388,NDUFAF3,ortholog_one2one,NDUFAF3
ENSGALG00010020657,ENSTGUG00000009024,DALRD3,ortholog_one2one,ENSPMJG00000004925,DALRD3,ortholog_one2one,ENSSHBG00005016365,DALRD3,ortholog_one2one,DALRD3
ENSGALG00010020662,ENSTGUG00000004956,BFAR,ortholog_one2one,ENSPMJG00000010393,BFAR,ortholog_one2one,ENSSHBG00005004637,BFAR,ortholog_one2one,BFAR
ENSGALG00010020666,ENSTGUG00000017041,TMCO4,ortholog_one2one,ENSPMJG00000002568,TMCO4,ortholog_one2one,ENSSHBG00005007286,TMCO4,ortholog_one2one,TMCO4
ENSGALG00010020670,ENSTGUG00000009040,WDR6,ortholog_one2one,ENSPMJG00000004927,,ortholog_one2one,ENSSHBG00005016352,WDR6,ortholog_one2one,
ENSGALG00010020673,ENSTGUG00000009642,MMS19,ortholog_one2one,ENSPMJG00000004087,MMS19,ortholog_one2one,ENSSHBG00005020943,MMS19,ortholog_one2one,MMS19
ENSGALG00010020682,ENSTGUG00000009668,ZDHHC16,ortholog_one2one,ENSPMJG00000004117,ZDHHC16,ortholog_one2one,ENSSHBG00005020956,ZDHHC16,ortholog_one2one,ZDHHC16
ENSGALG00010020685,ENSTGUG00000020774,RPL6,ortholog_one2one,ENSPMJG00000007621,RPL6,ortholog_one2one,ENSSHBG00005008203,RPL6,ortholog_one2one,RPL6
ENSGALG00010020705,ENSTGUG00000009692,EXOSC1,ortholog_one2one,ENSPMJG00000004134,EXOSC1,ortholog_one2one,ENSSHBG00005020963,EXOSC1,ortholog_one2one,EXOSC1
ENSGALG00010020723,,,,,,,ENSSHBG00005000477,,ortholog_one2one,RPS24
ENSGALG00010020730,ENSTGUG00000009711,RRP12,ortholog_one2one,ENSPMJG00000004387,RRP12,ortholog_one2one,ENSSHBG00005020977,RRP12,ortholog_one2one,RRP12
ENSGALG00010020781,ENSTGUG00000020978,SNN,ortholog_one2one,ENSPMJG00000010382,SNN,ortholog_one2one,ENSSHBG00005004684,SNN,ortholog_one2one,SNN
ENSGALG00010020827,ENSTGUG00000005760,,ortholog_one2one,ENSPMJG00000016160,,ortholog_one2one,ENSSHBG00005021048,,ortholog_one2one,
ENSGALG00010020935,ENSTGUG00000024598,BRI3BP,ortholog_one2one,ENSPMJG00000001382,BRI3BP,ortholog_one2one,ENSSHBG00005015956,BRI3BP,ortholog_one2one,BRI3BP
ENSGALG00010020987,ENSTGUG00000005275,NADSYN1,ortholog_one2one,ENSPMJG00000007755,NADSYN1,ortholog_one2one,ENSSHBG00005015719,NADSYN1,ortholog_one2one,NADSYN1
ENSGALG00010020991,ENSTGUG00000005611,ALG14,ortholog_one2one,ENSPMJG00000019357,ALG14,ortholog_one2one,ENSSHBG00005013906,ALG14,ortholog_one2one,ALG14
ENSGALG00010021006,ENSTGUG00000018664,,ortholog_one2one,,,,ENSSHBG00005007813,,ortholog_one2one,
ENSGALG00010021052,ENSTGUG00000026142,CEP15,ortholog_one2one,ENSPMJG00000005013,CEP15,ortholog_one2one,ENSSHBG00005016035,CEP15,ortholog_one2one,C12H3orf14
ENSGALG00010021058,ENSTGUG00000009379,CCP110,ortholog_one2one,ENSPMJG00000016344,CCP110,ortholog_one2one,ENSSHBG00005001695,CCP110,ortholog_one2one,CCP110
ENSGALG00010021069,ENSTGUG00000008267,PGAM5,ortholog_one2one,ENSPMJG00000014203,PGAM5,ortholog_one2one,ENSSHBG00005018149,PGAM5,ortholog_one2one,PGAM5
ENSGALG00010021073,ENSTGUG00000007648,NDUFB8,ortholog_one2one,ENSPMJG00000015531,NDUFB8,ortholog_one2one,ENSSHBG00005002384,NDUFB8,ortholog_one2one,NDUFB8
ENSGALG00010021088,ENSTGUG00000008251,ANKLE2,ortholog_one2one,ENSPMJG00000014202,ANKLE2,ortholog_one2one,ENSSHBG00005018143,ANKLE2,ortholog_one2one,ANKLE2
ENSGALG00010021101,ENSTGUG00000003081,TMEM240,ortholog_one2one,ENSPMJG00000014084,TMEM240,ortholog_one2one,ENSSHBG00005018517,TMEM240,ortholog_one2one,TMEM240
ENSGALG00010021118,,,,ENSPMJG00000004884,,ortholog_one2one,ENSSHBG00005003514,,ortholog_one2one,USMG5
ENSGALG00010021120,ENSTGUG00000010303,PDCD11,ortholog_one2one,ENSPMJG00000004885,PDCD11,ortholog_one2one,ENSSHBG00005003710,PDCD11,ortholog_one2one,PDCD11
ENSGALG00010021155,ENSTGUG00000007743,RADIL,ortholog_one2one,ENSPMJG00000017392,RADIL,ortholog_one2one,ENSSHBG00005009272,RADIL,ortholog_one2one,RADIL
ENSGALG00010021186,ENSTGUG00000003718,SWT1,ortholog_one2one,ENSPMJG00000019204,SWT1,ortholog_one2one,ENSSHBG00005014855,SWT1,ortholog_one2one,SWT1
ENSGALG00010021194,,,,ENSPMJG00000007588,CYP11A1,ortholog_one2one,ENSSHBG00005018302,CYP11A1,ortholog_one2one,CYP11A1
ENSGALG00010021194,,,,ENSPMJG00000007588,CYP11A1,ortholog_one2one,ENSSHBG00005018302,CYP11A1,ortholog_one2one,CYP11A1
ENSGALG00010021195,,,,ENSPMJG00000019377,GCLM,ortholog_one2one,ENSSHBG00005013995,GCLM,ortholog_one2one,GCLM
ENSGALG00010021199,ENSTGUG00000021636,TMEM258,ortholog_one2one,ENSPMJG00000006738,,ortholog_one2one,,,,TMEM258
ENSGALG00010021200,ENSTGUG00000007401,FTO,ortholog_one2one,ENSPMJG00000001806,FTO,ortholog_one2one,ENSSHBG00005004822,FTO,ortholog_one2one,FTO
ENSGALG00010021201,ENSTGUG00000003737,TRMT1L,ortholog_one2one,ENSPMJG00000019205,TRMT1L,ortholog_one2one,ENSSHBG00005014863,TRMT1L,ortholog_one2one,TRMT1L
ENSGALG00010021227,ENSTGUG00000008273,CHCHD4,ortholog_one2one,ENSPMJG00000012829,CHCHD4,ortholog_one2one,ENSSHBG00005018450,CHCHD4,ortholog_one2one,CHCHD4
ENSGALG00010021241,ENSTGUG00000008280,TMEM43,ortholog_one2one,ENSPMJG00000012830,TMEM43,ortholog_one2one,ENSSHBG00005018350,TMEM43,ortholog_one2one,TMEM43
ENSGALG00010021246,ENSTGUG00000024314,PECR,ortholog_one2one,ENSPMJG00000019768,PECR,ortholog_one2one,ENSSHBG00005019878,PECR,ortholog_one2one,PECR
ENSGALG00010021252,ENSTGUG00000008307,XPC,ortholog_one2one,ENSPMJG00000012831,XPC,ortholog_one2one,ENSSHBG00005018333,XPC,ortholog_one2one,XPC
ENSGALG00010021296,ENSTGUG00000009561,COX6A1,ortholog_one2one,ENSPMJG00000017928,GATC,ortholog_one2one,ENSSHBG00005011044,GATC,ortholog_one2one,GATC
ENSGALG00010021298,,,,ENSPMJG00000012295,,ortholog_one2one,ENSSHBG00005004805,RPGRIP1L,ortholog_one2one,RPGRIP1L
ENSGALG00010021298,,,,ENSPMJG00000012295,,ortholog_one2one,ENSSHBG00005004805,RPGRIP1L,ortholog_one2one,RPGRIP1L
ENSGALG00010021311,ENSTGUG00000025916,TRIAP1,ortholog_one2one,ENSPMJG00000017929,TRIAP1,ortholog_one2one,ENSSHBG00005011071,TRIAP1,ortholog_one2one,TRIAP1
ENSGALG00010021342,ENSTGUG00000028915,SFR1,ortholog_one2one,ENSPMJG00000004933,SFR1,ortholog_one2one,ENSSHBG00005004060,SFR1,ortholog_one2one,SFR1
ENSGALG00010021382,ENSTGUG00000002766,TPRG1L,ortholog_one2one,ENSPMJG00000013312,TPRG1L,ortholog_one2one,ENSSHBG00005019039,TPRG1L,ortholog_one2one,TPRG1L
ENSGALG00010021401,ENSTGUG00000007588,PDAP1,ortholog_one2one,ENSPMJG00000017408,PDAP1,ortholog_one2one,ENSSHBG00005009661,PDAP1,ortholog_one2one,PDAP1
ENSGALG00010021402,ENSTGUG00000008430,,ortholog_one2one,ENSPMJG00000013244,,ortholog_one2one,ENSSHBG00005011218,,ortholog_one2one,
ENSGALG00010021414,ENSTGUG00000007584,BUD31,ortholog_one2one,ENSPMJG00000017409,BUD31,ortholog_one2one,ENSSHBG00005009702,BUD31,ortholog_one2one,BUD31
ENSGALG00010021429,ENSTGUG00000007192,MED8,ortholog_one2one,ENSPMJG00000019497,MED8,ortholog_one2one,ENSSHBG00005014872,MED8,ortholog_one2one,MED8
ENSGALG00010021434,ENSTGUG00000005834,ANKZF1,ortholog_one2one,ENSPMJG00000019715,ANKZF1,ortholog_one2one,,,,ANKZF1
ENSGALG00010021448,ENSTGUG00000007198,,ortholog_one2one,ENSPMJG00000019498,SZT2,ortholog_one2one,,,,SZT2
ENSGALG00010021476,ENSTGUG00000007068,ALKBH2,ortholog_one2one,ENSPMJG00000008255,ALKBH2,ortholog_one2one,ENSSHBG00005006463,ALKBH2,ortholog_one2one,ALKBH2
ENSGALG00010021480,ENSTGUG00000005734,,ortholog_one2one,ENSPMJG00000019719,,ortholog_one2one,ENSSHBG00005012628,,ortholog_one2one,
ENSGALG00010021483,ENSTGUG00000007069,UNG,ortholog_one2one,ENSPMJG00000008256,UNG,ortholog_one2one,ENSSHBG00005006447,UNG,ortholog_one2one,UNG
ENSGALG00010021488,ENSTGUG00000007217,HYI,ortholog_one2one,ENSPMJG00000019499,HYI,ortholog_one2one,ENSSHBG00005014978,HYI,ortholog_one2one,HYI
ENSGALG00010021489,ENSTGUG00000022677,CNPPD1,ortholog_one2one,ENSPMJG00000019720,CNPPD1,ortholog_one2one,ENSSHBG00005012612,CNPPD1,ortholog_one2one,CNPPD1
ENSGALG00010021496,ENSTGUG00000008521,MTMR14,ortholog_one2one,ENSPMJG00000000060,MTMR14,ortholog_one2one,,,,MTMR14
ENSGALG00010021496,ENSTGUG00000008521,MTMR14,ortholog_one2one,ENSPMJG00000000060,MTMR14,ortholog_one2one,,,,MTMR14
ENSGALG00010021504,ENSTGUG00000003491,ODR4,ortholog_one2one,ENSPMJG00000018736,ODR4,ortholog_one2one,ENSSHBG00005013411,ODR4,ortholog_one2one,ODR4
ENSGALG00010021506,ENSTGUG00000023132,MAX,ortholog_one2one,ENSPMJG00000003863,MAX,ortholog_one2one,ENSSHBG00005018231,MAX,ortholog_one2one,MAX
ENSGALG00010021514,ENSTGUG00000003515,TPR,ortholog_one2one,ENSPMJG00000018737,TPR,ortholog_one2one,ENSSHBG00005013537,TPR,ortholog_one2one,TPR
ENSGALG00010021546,ENSTGUG00000008637,OGG1,ortholog_one2one,ENSPMJG00000004826,OGG1,ortholog_one2one,ENSSHBG00005010686,OGG1,ortholog_one2one,OGG1
ENSGALG00010021558,ENSTGUG00000026206,CHURC1,ortholog_one2one,ENSPMJG00000003984,CHURC1,ortholog_one2one,ENSSHBG00005018217,CHURC1,ortholog_one2one,CHURC1
ENSGALG00010021588,ENSTGUG00000005569,RNF25,ortholog_one2one,ENSPMJG00000019738,RNF25,ortholog_one2one,ENSSHBG00005012291,RNF25,ortholog_one2one,RNF25
ENSGALG00010021594,ENSTGUG00000019070,ADPGK,ortholog_one2one,ENSPMJG00000007516,ADPGK,ortholog_one2one,ENSSHBG00005010710,ADPGK,ortholog_one2one,ADPGK
ENSGALG00010021606,ENSTGUG00000018486,RNF8,ortholog_one2one,ENSPMJG00000014798,RNF8,ortholog_one2one,ENSSHBG00005014806,RNF8,ortholog_one2one,RNF8
ENSGALG00010021612,ENSTGUG00000005562,BCS1L,ortholog_one2one,ENSPMJG00000019739,BCS1L,ortholog_one2one,ENSSHBG00005012242,BCS1L,ortholog_one2one,BCS1L
ENSGALG00010021614,ENSTGUG00000013326,,ortholog_one2one,ENSPMJG00000007337,,ortholog_one2one,,,,ACRBP
ENSGALG00010021636,,,,,,,ENSSHBG00005016549,C1orf159,ortholog_one2one,C21H1orf159
ENSGALG00010021640,ENSTGUG00000007578,PLEKHG3,ortholog_one2one,ENSPMJG00000003998,PLEKHG3,ortholog_one2one,ENSSHBG00005008435,,ortholog_one2one,PLEKHG3
ENSGALG00010021652,ENSTGUG00000027478,BORCS5,ortholog_one2one,ENSPMJG00000001276,BORCS5,ortholog_one2one,ENSSHBG00005005708,BORCS5,ortholog_one2one,BORCS5
ENSGALG00010021663,ENSTGUG00000005493,CNOT9,ortholog_one2one,ENSPMJG00000019742,CNOT9,ortholog_one2one,ENSSHBG00005012091,CNOT9,ortholog_one2one,CNOT9
ENSGALG00010021664,ENSTGUG00000004523,TYSND1,ortholog_one2one,ENSPMJG00000015350,TYSND1,ortholog_one2one,ENSSHBG00005012481,TYSND1,ortholog_one2one,TYSND1
ENSGALG00010021692,ENSTGUG00000004909,DRC7,ortholog_one2one,ENSPMJG00000014051,DRC7,ortholog_one2one,ENSSHBG00005003468,DRC7,ortholog_one2one,DRC7
ENSGALG00010021759,ENSTGUG00000004461,NIFK,ortholog_one2one,ENSPMJG00000019872,NIFK,ortholog_one2one,ENSSHBG00005014475,NIFK,ortholog_one2one,NIFK
ENSGALG00010021767,ENSTGUG00000023858,MIX23,ortholog_one2one,ENSPMJG00000010102,MIX23,ortholog_one2one,ENSSHBG00005009487,MIX23,ortholog_one2one,CCDC58
ENSGALG00010021769,ENSTGUG00000007435,,ortholog_one2one,ENSPMJG00000013371,,ortholog_one2one,ENSSHBG00005016078,,ortholog_one2one,
ENSGALG00010021788,ENSTGUG00000005988,RPL5,ortholog_one2one,ENSPMJG00000019389,RPL5,ortholog_one2one,ENSSHBG00005006441,RPL5,ortholog_one2one,RPL5
ENSGALG00010021799,ENSTGUG00000025627,,ortholog_one2one,ENSPMJG00000004875,,ortholog_one2one,ENSSHBG00005018034,,ortholog_one2one,
ENSGALG00010021823,,,,ENSPMJG00000013375,,ortholog_one2one,,,,
ENSGALG00010021831,,,,,,,ENSSHBG00005001831,,ortholog_one2one,
ENSGALG00010021835,ENSTGUG00000007694,NUDT8,ortholog_one2one,,,,ENSSHBG00005008258,NUDT8,ortholog_one2one,NUDT8
ENSGALG00010021839,ENSTGUG00000017254,C1orf50,ortholog_one2one,ENSPMJG00000002882,C1orf50,ortholog_one2one,ENSSHBG00005005599,C1orf50,ortholog_one2one,C1orf50
ENSGALG00010021841,ENSTGUG00000026335,,ortholog_one2one,ENSPMJG00000014121,,ortholog_one2one,ENSSHBG00005002309,,ortholog_one2one,CENPT
ENSGALG00010021853,ENSTGUG00000023133,,ortholog_one2one,ENSPMJG00000014120,,ortholog_one2one,,,,
ENSGALG00010021892,,,,ENSPMJG00000004898,NDUFV1,ortholog_one2one,ENSSHBG00005008244,NDUFV1,ortholog_one2one,NDUFV1
ENSGALG00010021903,ENSTGUG00000010740,MORC2,ortholog_one2one,ENSPMJG00000019138,MORC2,ortholog_one2one,ENSSHBG00005006449,MORC2,ortholog_one2one,MORC1
ENSGALG00010021922,,,,ENSPMJG00000010096,MRPL51,ortholog_one2one,ENSSHBG00005009560,MRPL51,ortholog_one2one,MRPL51
ENSGALG00010021932,ENSTGUG00000006076,RPAP2,ortholog_one2one,ENSPMJG00000019393,RPAP2,ortholog_one2one,ENSSHBG00005006361,RPAP2,ortholog_one2one,RPAP2
ENSGALG00010021972,ENSTGUG00000009829,PISD,ortholog_one2one,ENSPMJG00000018322,PISD,ortholog_one2one,ENSSHBG00005019969,PISD,ortholog_one2one,PISD
ENSGALG00010021980,ENSTGUG00000006086,GLMN,ortholog_one2one,ENSPMJG00000019394,GLMN,ortholog_one2one,ENSSHBG00005006260,GLMN,ortholog_one2one,GLMN
ENSGALG00010022008,ENSTGUG00000023317,C1orf146,ortholog_one2one,ENSPMJG00000019395,C1orf146,ortholog_one2one,ENSSHBG00005006211,C1orf146,ortholog_one2one,C1orf146
ENSGALG00010022021,ENSTGUG00000008666,TECPR1,ortholog_one2one,ENSPMJG00000017241,TECPR1,ortholog_one2one,ENSSHBG00005004982,TECPR1,ortholog_one2one,TECPR1
ENSGALG00010022027,ENSTGUG00000009790,EIF4ENIF1,ortholog_one2one,ENSPMJG00000018119,EIF4ENIF1,ortholog_one2one,ENSSHBG00005019971,EIF4ENIF1,ortholog_one2one,EIF4ENIF1
ENSGALG00010022034,ENSTGUG00000008663,,ortholog_one2one,,,,,,,
ENSGALG00010022092,ENSTGUG00000005352,CTRL,ortholog_one2one,ENSPMJG00000014141,CTRL,ortholog_one2one,ENSSHBG00005002475,CTRL,ortholog_one2one,CTRL
ENSGALG00010022116,ENSTGUG00000009709,CYP20A1,ortholog_one2one,ENSPMJG00000018328,CYP20A1,ortholog_one2one,ENSSHBG00005002889,CYP20A1,ortholog_one2one,CYP20A1
ENSGALG00010022124,ENSTGUG00000025723,,ortholog_one2one,ENSPMJG00000018329,,ortholog_one2one,ENSSHBG00005002906,,ortholog_one2one,
ENSGALG00010022138,ENSTGUG00000013356,SPAG17,ortholog_one2one,ENSPMJG00000010301,SPAG17,ortholog_one2one,ENSSHBG00005007899,,ortholog_one2one,SPAG17
ENSGALG00010022142,ENSTGUG00000005504,TMEM208,ortholog_one2one,ENSPMJG00000014181,TMEM208,ortholog_one2one,ENSSHBG00005002747,TMEM208,ortholog_one2one,TMEM208
ENSGALG00010022159,ENSTGUG00000018770,KIAA2013,ortholog_one2one,ENSPMJG00000006182,KIAA2013,ortholog_one2one,ENSSHBG00005007838,KIAA2013,ortholog_one2one,KIAA2013
ENSGALG00010022162,ENSTGUG00000010645,POLE,ortholog_one2one,ENSPMJG00000019130,POLE,ortholog_one2one,ENSSHBG00005005876,POLE,ortholog_one2one,POLE
ENSGALG00010022165,ENSTGUG00000005173,PSME3IP1,ortholog_one2one,ENSPMJG00000014109,PSME3IP1,ortholog_one2one,,,,FAM192A
ENSGALG00010022165,ENSTGUG00000005173,PSME3IP1,ortholog_one2one,ENSPMJG00000014109,PSME3IP1,ortholog_one2one,,,,FAM192A
ENSGALG00010022165,ENSTGUG00000005173,PSME3IP1,ortholog_one2one,ENSPMJG00000014109,PSME3IP1,ortholog_one2one,,,,FAM192A
ENSGALG00010022175,,,,ENSPMJG00000019467,,ortholog_one2one,,,,
ENSGALG00010022203,ENSTGUG00000008484,DNAAF5,ortholog_one2one,ENSPMJG00000017262,DNAAF5,ortholog_one2one,ENSSHBG00005005614,DNAAF5,ortholog_one2one,DNAAF5
ENSGALG00010022206,ENSTGUG00000028563,,ortholog_one2one,ENSPMJG00000001289,,ortholog_one2one,ENSSHBG00005017608,,ortholog_one2one,
ENSGALG00010022221,ENSTGUG00000009354,CUTC,ortholog_one2one,ENSPMJG00000003894,CUTC,ortholog_one2one,ENSSHBG00005020740,CUTC,ortholog_one2one,CUTC
ENSGALG00010022234,ENSTGUG00000009368,COX15,ortholog_one2one,ENSPMJG00000003900,COX15,ortholog_one2one,ENSSHBG00005020758,COX15,ortholog_one2one,COX15
ENSGALG00010022239,ENSTGUG00000007185,DEAF1,ortholog_one2one,ENSPMJG00000003273,DEAF1,ortholog_one2one,ENSSHBG00005003577,DEAF1,ortholog_one2one,DEAF1
ENSGALG00010022252,ENSTGUG00000005018,COQ9,ortholog_one2one,ENSPMJG00000014065,COQ9,ortholog_one2one,ENSSHBG00005003629,COQ9,ortholog_one2one,COQ9
ENSGALG00010022259,ENSTGUG00000008424,GET4,ortholog_one2one,ENSPMJG00000017264,GET4,ortholog_one2one,ENSSHBG00005006005,GET4,ortholog_one2one,GET4
ENSGALG00010022274,ENSTGUG00000012682,CCDC91,ortholog_one2one,ENSPMJG00000001024,CCDC91,ortholog_one2one,ENSSHBG00005005504,CCDC91,ortholog_one2one,CCDC91
ENSGALG00010022280,ENSTGUG00000011072,PDZD8,ortholog_one2one,ENSPMJG00000005535,PDZD8,ortholog_one2one,ENSSHBG00005000838,PDZD8,ortholog_one2one,PDZD8
ENSGALG00010022296,ENSTGUG00000005036,CIAPIN1,ortholog_one2one,ENSPMJG00000014068,CIAPIN1,ortholog_one2one,,,,CIAPIN1
ENSGALG00010022296,ENSTGUG00000005036,CIAPIN1,ortholog_one2one,ENSPMJG00000014068,CIAPIN1,ortholog_one2one,,,,CIAPIN1
ENSGALG00010022379,ENSTGUG00000004772,METTL15,ortholog_one2one,ENSPMJG00000002757,METTL15,ortholog_one2one,ENSSHBG00005011935,METTL15,ortholog_one2one,METTL15P1
ENSGALG00010022400,ENSTGUG00000010878,NHLRC2,ortholog_one2one,ENSPMJG00000005346,NHLRC2,ortholog_one2one,ENSSHBG00005017927,NHLRC2,ortholog_one2one,NHLRC2
ENSGALG00010022409,,,,ENSPMJG00000006971,,ortholog_one2one,ENSSHBG00005018902,,ortholog_one2one,CARNS1
ENSGALG00010022448,ENSTGUG00000012261,C12orf4,ortholog_one2one,ENSPMJG00000009248,C12orf4,ortholog_one2one,ENSSHBG00005015107,C12orf4,ortholog_one2one,C12orf4
ENSGALG00010022480,ENSTGUG00000007063,PIF1,ortholog_one2one,ENSPMJG00000019479,PIF1,ortholog_one2one,ENSSHBG00005014717,PIF1,ortholog_one2one,PIF1
