Chicken_BIP number,Chicken_Gene stable ID,Chicken_Chromosome/scaffold name,Chicken_Gene start (bp),Chicken_Gene end (bp),Chicken_Strand,Chicken_Gene description,Chicken_Gene name,Chicken_Gene type,Chicken_Gene stable ID.1,Chicken_Chromosome/scaffold name.1,Chicken_Gene start (bp).1,Chicken_Gene end (bp).1,Chicken_Strand.1,Chicken_Gene description.1,Chicken_Gene name.1,Chicken_Gene type.1,Chicken_distance,Great_Tit_BIP number,Great_Tit_Gene stable ID,Great_Tit_Chromosome/scaffold name,Great_Tit_Gene start (bp),Great_Tit_Gene end (bp),Great_Tit_Strand,Great_Tit_Gene description,Great_Tit_Gene name,Great_Tit_Gene type,Great_Tit_Gene stable ID.1,Great_Tit_Chromosome/scaffold name.1,Great_Tit_Gene start (bp).1,Great_Tit_Gene end (bp).1,Great_Tit_Strand.1,Great_Tit_Gene description.1,Great_Tit_Gene name.1,Great_Tit_Gene type.1,Great_Tit_distance,Zebra_Finch_BIP number,Zebra_Finch_Gene stable ID,Zebra_Finch_Chromosome/scaffold name,Zebra_Finch_Gene start (bp),Zebra_Finch_Gene end (bp),Zebra_Finch_Strand,Zebra_Finch_Gene description,Zebra_Finch_Gene name,Zebra_Finch_Gene type,Zebra_Finch_Gene stable ID.1,Zebra_Finch_Chromosome/scaffold name.1,Zebra_Finch_Gene start (bp).1,Zebra_Finch_Gene end (bp).1,Zebra_Finch_Strand.1,Zebra_Finch_Gene description.1,Zebra_Finch_Gene name.1,Zebra_Finch_Gene type.1,Zebra_Finch_distance,Duck_BIP number,Duck_Gene stable ID,Duck_Chromosome/scaffold name,Duck_Gene start (bp),Duck_Gene end (bp),Duck_Strand,Duck_Gene description,Duck_Gene name,Duck_Gene type,Duck_Gene stable ID.1,Duck_Chromosome/scaffold name.1,Duck_Gene start (bp).1,Duck_Gene end (bp).1,Duck_Strand.1,Duck_Gene description.1,Duck_Gene name.1,Duck_Gene type.1,Duck_distance,Turkey_BIP number,Turkey_Gene stable ID,Turkey_Chromosome/scaffold name,Turkey_Gene start (bp),Turkey_Gene end (bp),Turkey_Strand,Turkey_Gene description,Turkey_Gene name,Turkey_Gene type,Turkey_Gene stable ID.1,Turkey_Chromosome/scaffold name.1,Turkey_Gene start (bp).1,Turkey_Gene end (bp).1,Turkey_Strand.1,Turkey_Gene description.1,Turkey_Gene name.1,Turkey_Gene type.1,Turkey_distance,Kakapo_BIP number,Kakapo_Gene stable ID,Kakapo_Chromosome/scaffold name,Kakapo_Gene start (bp),Kakapo_Gene end (bp),Kakapo_Strand,Kakapo_Gene description,Kakapo_Gene name,Kakapo_Gene type,Kakapo_Gene stable ID.1,Kakapo_Chromosome/scaffold name.1,Kakapo_Gene start (bp).1,Kakapo_Gene end (bp).1,Kakapo_Strand.1,Kakapo_Gene description.1,Kakapo_Gene name.1,Kakapo_Gene type.1,Kakapo_distance,Golden_Eagle_BIP number,Golden_Eagle_Gene stable ID,Golden_Eagle_Chromosome/scaffold name,Golden_Eagle_Gene start (bp),Golden_Eagle_Gene end (bp),Golden_Eagle_Strand,Golden_Eagle_Gene description,Golden_Eagle_Gene name,Golden_Eagle_Gene type,Golden_Eagle_Gene stable ID.1,Golden_Eagle_Chromosome/scaffold name.1,Golden_Eagle_Gene start (bp).1,Golden_Eagle_Gene end (bp).1,Golden_Eagle_Strand.1,Golden_Eagle_Gene description.1,Golden_Eagle_Gene name.1,Golden_Eagle_Gene type.1,Golden_Eagle_distance,Japanese_Quail_BIP number,Japanese_Quail_Gene stable ID,Japanese_Quail_Chromosome/scaffold name,Japanese_Quail_Gene start (bp),Japanese_Quail_Gene end (bp),Japanese_Quail_Strand,Japanese_Quail_Gene description,Japanese_Quail_Gene name,Japanese_Quail_Gene type,Japanese_Quail_Gene stable ID.1,Japanese_Quail_Chromosome/scaffold name.1,Japanese_Quail_Gene start (bp).1,Japanese_Quail_Gene end (bp).1,Japanese_Quail_Strand.1,Japanese_Quail_Gene description.1,Japanese_Quail_Gene name.1,Japanese_Quail_Gene type.1,Japanese_Quail_distance,Collared_Flycatcher_BIP number,Collared_Flycatcher_Gene stable ID,Collared_Flycatcher_Chromosome/scaffold name,Collared_Flycatcher_Gene start (bp),Collared_Flycatcher_Gene end (bp),Collared_Flycatcher_Strand,Collared_Flycatcher_Gene description,Collared_Flycatcher_Gene name,Collared_Flycatcher_Gene type,Collared_Flycatcher_Gene stable ID.1,Collared_Flycatcher_Chromosome/scaffold name.1,Collared_Flycatcher_Gene start (bp).1,Collared_Flycatcher_Gene end (bp).1,Collared_Flycatcher_Strand.1,Collared_Flycatcher_Gene description.1,Collared_Flycatcher_Gene name.1,Collared_Flycatcher_Gene type.1,Collared_Flycatcher_distance
1089,ENSGALG00010027522,17,8880445,8887178,-1,"proteasome 26S subunit, non-ATPase 5 [Source:NCBI gene (formerly Entrezgene);Acc:417125]",PSMD5,protein_coding,ENSGALG00010027525,17,8888076,8895272,1,,CUTA,protein_coding,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,ENSAPLG00000009203,18,9171485,9179500,-1,"proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]",PSMD5,protein_coding,ENSAPLG00000009016,18,9180267,9187987,1,,,protein_coding,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,ENSCJPG00005008960,17,6754436,6760273,-1,"proteasome 26S subunit, non-ATPase 5 [Source:NCBI gene;Acc:107321908]",PSMD5,protein_coding,ENSCJPG00005008961,17,6761101,6766856,1,,,protein_coding,828,,,,,,,,,,,,,,,,,,
1101,ENSGALG00010029563,18,1313100,1316317,1,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]",ADPRM,protein_coding,ENSGALG00010029569,18,1315491,1322633,-1,transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757],TMEM220,protein_coding,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,ENSAPLG00000017438,19,492806,495695,1,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]",ADPRM,protein_coding,ENSAPLG00000025111,19,496235,500878,-1,transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757],TMEM220,protein_coding,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,ENSGALG00010016974,4,60555377,60563165,1,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346],CFAP96,protein_coding,ENSGALG00010016981,4,60563754,60570978,-1,,,protein_coding,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,ENSAPLG00000010408,4,17946625,17956492,1,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346],CFAP96,protein_coding,ENSAPLG00000010388,4,17957483,17961991,-1,,,protein_coding,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,ENSGALG00010017032,5,54284987,54311781,1,,,protein_coding,ENSGALG00010017041,5,54311438,54315680,-1,JNK1/MAPK8-associated membrane protein [Source:NCBI gene (formerly Entrezgene);Acc:423530],JKAMP,protein_coding,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,ENSAPLG00000014704,5,58701321,58730040,1,,,protein_coding,ENSAPLG00000014595,5,58730533,58734439,-1,JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184],JKAMP,protein_coding,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,ENSGALG00010010646,7,6885150,6913775,-1,minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946],MCM3AP,protein_coding,ENSGALG00010010689,7,6913658,6930404,1,protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683],POFUT2,protein_coding,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,ENSAPLG00000015213,7,11058961,11084463,-1,minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946],MCM3AP,protein_coding,ENSAPLG00000015047,7,11083556,11092259,1,protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683],POFUT2,protein_coding,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,ENSGALG00010021186,8,10643436,10682202,-1,SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785],SWT1,protein_coding,ENSGALG00010021201,8,10681824,10702975,1,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782],TRMT1L,protein_coding,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,ENSAPLG00000008607,8,14948901,14986154,-1,SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785],SWT1,protein_coding,ENSAPLG00000008394,8,14986866,15011375,1,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782],TRMT1L,protein_coding,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,ENSGALG00010022486,8,19301978,19303851,1,family with sequence similarity 183 member A [Source:NCBI gene (formerly Entrezgene);Acc:424557],FAM183A,protein_coding,ENSGALG00010022506,8,19304027,19308568,-1,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],EBNA1BP2,protein_coding,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,ENSAPLG00000009104,8,20568953,20571463,1,,,protein_coding,ENSAPLG00000009109,8,20570928,20576940,-1,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],EBNA1BP2,protein_coding,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,ENSACCG00020004355,12,30193279,30195495,1,family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347],CFAP144,protein_coding,ENSACCG00020004368,12,30195660,30202254,-1,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],EBNA1BP2,protein_coding,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,ENSGALG00010021429,8,19395904,19405964,-1,mediator complex subunit 8 [Source:NCBI gene (formerly Entrezgene);Acc:424565],MED8,protein_coding,ENSGALG00010021448,8,19405894,19460268,1,seizure threshold 2 homolog (mouse) [Source:NCBI gene (formerly Entrezgene);Acc:424566],SZT2,protein_coding,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,ENSAPLG00000010948,8,20660694,20669286,-1,mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971],MED8,protein_coding,ENSAPLG00000024178,8,20668921,20670515,1,,,protein_coding,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,ENSGALG00010023090,8,21277711,21288018,-1,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917],LRRC41,protein_coding,ENSGALG00010023114,8,21287024,21289536,1,ubiquinol-cytochrome c reductase hinge protein like [Source:NCBI gene (formerly Entrezgene);Acc:771939],UQCRHL,protein_coding,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,ENSAPLG00000006638,8,22759900,22769336,-1,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917],LRRC41,protein_coding,ENSAPLG00000007037,8,22769783,22770443,1,,,protein_coding,447,132,ENSMGAG00000010654,10,25754165,25760509,-1,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917],LRRC41,protein_coding,ENSMGAG00000010666,10,25760458,25761007,1,,,protein_coding,51,1335,ENSSHBG00005005972,9,53263511,53271568,-1,leucine rich repeat containing 41 [Source:NCBI gene;Acc:115611426],LRRC41,protein_coding,ENSSHBG00005006002,9,53271671,53274029,1,"cytochrome b-c1 complex subunit 6, mitochondrial [Source:NCBI gene;Acc:115611428]",,protein_coding,103,262,ENSACCG00020009052,12,32762191,32771447,-1,leucine rich repeat containing 41 [Source:NCBI gene;Acc:115349065],LRRC41,protein_coding,ENSACCG00020009065,12,32771525,32773647,1,"cytochrome b-c1 complex subunit 6, mitochondrial [Source:NCBI gene;Acc:115349634]",,protein_coding,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ENSGALG00010005269,1,4847710,4865308,-1,Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327],KIN,protein_coding,ENSGALG00010005283,1,4865121,4872309,1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:419108]",ATP5C1,protein_coding,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,ENSMGAG00000004418,1,4218557,4233592,-1,Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327],KIN,protein_coding,ENSMGAG00000004441,1,4233546,4239797,1,ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833],ATP5F1C,protein_coding,46,477,ENSSHBG00005004314,4,3704981,3723148,-1,Kin17 DNA and RNA binding protein [Source:NCBI gene;Acc:115605555],KIN,protein_coding,ENSSHBG00005004320,4,3723185,3731309,1,ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833],ATP5F1C,protein_coding,37,793,ENSACCG00020003554,5,5016282,5032400,-1,Kin17 DNA and RNA binding protein [Source:NCBI gene;Acc:115341056],KIN,protein_coding,ENSACCG00020003589,5,5032447,5039758,1,ATP synthase F1 subunit gamma [Source:NCBI gene;Acc:115341057],ATP5F1C,protein_coding,47,9,ENSCJPG00005004216,1,3678897,3691209,-1,Kin17 DNA and RNA binding protein [Source:NCBI gene;Acc:107315708],KIN,protein_coding,ENSCJPG00005004221,1,3691252,3696775,1,ATP synthase F1 subunit gamma [Source:NCBI gene;Acc:107315811],ATP5F1C,protein_coding,43,,,,,,,,,,,,,,,,,,
107,ENSGALG00010010614,1,46754099,46763263,-1,IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430],IKBIP,protein_coding,ENSGALG00010010618,1,46763420,46790836,1,apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576],APAF1,protein_coding,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,ENSMGAG00000011570,1,44999937,45008589,-1,IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430],IKBIP,protein_coding,ENSMGAG00000011573,1,45009559,45035993,1,apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576],APAF1,protein_coding,970,530,ENSSHBG00005011552,4,49015159,49023730,-1,IKBKB interacting protein [Source:NCBI gene;Acc:115605786],,protein_coding,ENSSHBG00005011721,4,49024267,49057950,1,apoptotic peptidase activating factor 1 [Source:NCBI gene;Acc:115605784],APAF1,protein_coding,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ENSGALG00010010177,1,47930609,47946094,-1,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],STRA8,protein_coding,ENSGALG00010012016,1,47946388,47961305,1,WD repeat domain 91 [Source:NCBI gene (formerly Entrezgene);Acc:417939],WDR91,protein_coding,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,ENSMGAG00000011772,1,46176283,46184879,-1,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],STRA8,protein_coding,ENSMGAG00000011777,1,46184749,46199783,1,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997],WDR91,protein_coding,130,533,ENSSHBG00005014918,4,50318788,50330623,-1,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],STRA8,protein_coding,ENSSHBG00005014937,4,50331572,50351471,1,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997],WDR91,protein_coding,949,,,,,,,,,,,,,,,,,,,31,ENSCJPG00005008372,1,43593283,43603424,-1,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],STRA8,protein_coding,ENSCJPG00005008373,1,43604326,43616349,1,WD repeat domain 91 [Source:NCBI gene;Acc:107312238],WDR91,protein_coding,902,,,,,,,,,,,,,,,,,,
136,ENSGALG00010010421,1,51107178,51111091,-1,RNA polymerase II subunit F [Source:NCBI gene (formerly Entrezgene);Acc:395486],POLR2F,protein_coding,ENSGALG00010010446,1,51110825,51115200,1,chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589],C22orf23,protein_coding,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,ENSMGAG00000012504,1,49359017,49363027,-1,"RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]",POLR2F,protein_coding,ENSMGAG00000012498,1,49362891,49365960,1,chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589],C22orf23,protein_coding,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,ENSCJPG00005013620,1,46598087,46601286,-1,RNA polymerase II subunit F [Source:NCBI gene;Acc:107314058],POLR2F,protein_coding,ENSCJPG00005013622,1,46601753,46604685,1,"chromosome 1 open reading frame, human C22orf23 [Source:NCBI gene;Acc:107314050]",C22orf23,protein_coding,467,,,,,,,,,,,,,,,,,,
393,ENSGALG00010008793,1,185679809,185689157,-1,C11orf54 homolog [Source:NCBI gene (formerly Entrezgene);Acc:419001],C11orf54,protein_coding,ENSGALG00010008821,1,185689277,185692783,1,,,protein_coding,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,ENSMGAG00000015205,1,180766015,180775973,-1,chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204],C11orf54,protein_coding,ENSMGAG00000015206,1,180775992,180778693,1,,,protein_coding,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,ENSFALG00000000294,1,82953979,82967010,-1,chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204],C11orf54,protein_coding,ENSFALG00000000293,1,82967552,82972563,1,"TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]",,protein_coding,542
464,ENSGALG00010021194,10,2586264,2590520,1,cytochrome P450 family 11 subfamily A member 1 [Source:NCBI gene (formerly Entrezgene);Acc:414838],CYP11A1,protein_coding,ENSGALG00010021208,10,2589569,2612190,-1,,,protein_coding,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,ENSMGAG00000002665,12,1763072,1766845,1,cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590],CYP11A1,protein_coding,ENSMGAG00000008250,12,1767073,1826346,-1,,,protein_coding,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,ENSGALG00010009078,13,7440261,7443436,-1,pituitary tumor-transforming 2 [Source:NCBI gene (formerly Entrezgene);Acc:416158],PTTG2,protein_coding,ENSGALG00010009093,13,7443455,7455848,1,"SLU7 homolog, splicing factor [Source:NCBI gene (formerly Entrezgene);Acc:416157]",SLU7,protein_coding,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,ENSMGAG00000017583,15,7039467,7042529,-1,,,protein_coding,ENSMGAG00000002882,15,7042440,7054809,1,"SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]",SLU7,protein_coding,89,,,,,,,,,,,,,,,,,,,672,ENSACCG00020016603,22,9015310,9019529,-1,"PTTG1 regulator of sister chromatid separation, securin [Source:NCBI gene;Acc:115334106]",,protein_coding,ENSACCG00020016607,22,9019637,9033956,1,"SLU7 homolog, splicing factor [Source:NCBI gene;Acc:115334103]",SLU7,protein_coding,108,296,ENSCJPG00005008768,13,9901969,9904568,-1,"PTTG1 regulator of sister chromatid separation, securin [Source:NCBI gene;Acc:107320338]",,protein_coding,ENSCJPG00005008769,13,9903819,9913590,1,"SLU7 homolog, splicing factor [Source:NCBI gene;Acc:107320330]",SLU7,protein_coding,749,168,ENSFALG00000013477,13,15979797,15984427,-1,,,protein_coding,ENSFALG00000013473,13,15984686,15998124,1,,,protein_coding,259
1049,ENSGALG00010028155,17,5756636,5776565,1,CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744],CIZ1,protein_coding,ENSGALG00010028164,17,5776010,5780204,-1,bublin coiled coil protein [Source:NCBI gene (formerly Entrezgene);Acc:417215],BBLN,protein_coding,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,ENSMGAG00000004067,19,4970843,4994016,1,CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744],CIZ1,protein_coding,ENSMGAG00000015777,19,4994867,4995834,-1,,,protein_coding,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,ENSGALG00010029642,18,11081925,11086616,-1,N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133],NAT9,protein_coding,ENSGALG00010029667,18,11086688,11128346,1,transmembrane protein 104 [Source:NCBI gene (formerly Entrezgene);Acc:422110],TMEM104,protein_coding,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,ENSMGAG00000009225,20,10246367,10249339,-1,N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133],NAT9,protein_coding,ENSMGAG00000009200,20,10249326,10287094,1,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984],TMEM104,protein_coding,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,ENSGALG00010029742,19,7125565,7129443,1,Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684],TAX1BP3,protein_coding,ENSGALG00010029744,19,7129207,7137412,-1,"cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]",CTNS,protein_coding,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,ENSMGAG00000019934,21,8851729,8854715,1,Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684],TAX1BP3,protein_coding,ENSMGAG00000006612,21,8854726,8862491,-1,"cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]",CTNS,protein_coding,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,ENSFALG00000006011,19,8268356,8272620,1,Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684],TAX1BP3,protein_coding,ENSFALG00000006008,19,8272324,8279717,-1,"cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]",CTNS,protein_coding,296
1752,ENSGALG00010018588,3,15083940,15094189,-1,RNA polymerase III subunit F [Source:NCBI gene (formerly Entrezgene);Acc:416723],POLR3F,protein_coding,ENSGALG00010018606,3,15094001,15114714,1,double zinc ribbon and ankyrin repeat domains 1 [Source:NCBI gene (formerly Entrezgene);Acc:416722],DZANK1,protein_coding,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,ENSMGAG00000006691,2,10530320,10537456,-1,,,protein_coding,ENSMGAG00000006709,2,10537580,10551356,1,,,protein_coding,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,ENSCJPG00005004105,3,13400215,13405585,-1,RNA polymerase III subunit F [Source:NCBI gene;Acc:107310921],POLR3F,protein_coding,ENSCJPG00005004118,3,13405799,13421864,1,double zinc ribbon and ankyrin repeat domains 1 [Source:NCBI gene;Acc:107310920],DZANK1,protein_coding,214,,,,,,,,,,,,,,,,,,
2163,ENSGALG00010016397,4,68792839,68805931,-1,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429],LIAS,protein_coding,ENSGALG00010016407,4,68806056,68814347,1,ribosomal protein L9 [Source:NCBI gene (formerly Entrezgene);Acc:425468],RPL9,protein_coding,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,ENSMGAG00000018920,4,48916307,48926155,-1,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429],LIAS,protein_coding,ENSMGAG00000012293,4,48926933,48932954,1,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369],RPL9,protein_coding,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,ENSCJPG00005017828,4,62568060,62574030,-1,lipoic acid synthetase [Source:NCBI gene;Acc:107313823],LIAS,protein_coding,ENSCJPG00005017840,4,62574020,62578172,1,ribosomal protein L9 [Source:NCBI gene;Acc:107313824],RPL9,protein_coding,10,587,ENSFALG00000009248,4,48556486,48566418,-1,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429],LIAS,protein_coding,ENSFALG00000009256,4,48567276,48572268,1,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369],RPL9,protein_coding,858
2356,ENSGALG00010017581,5,43141502,43197395,-1,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],EFCAB11,protein_coding,ENSGALG00010017596,5,43197169,43237507,1,tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884],TDP1,protein_coding,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,ENSMGAG00000013031,5,42783063,42839898,-1,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],EFCAB11,protein_coding,ENSMGAG00000013032,5,42839733,42876948,1,tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884],TDP1,protein_coding,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,ENSCJPG00005000341,5,39588308,39635968,-1,EF-hand calcium binding domain 11 [Source:NCBI gene;Acc:107315239],EFCAB11,protein_coding,ENSCJPG00005000352,5,39635042,39664858,1,tyrosyl-DNA phosphodiesterase 1 [Source:NCBI gene;Acc:107315238],TDP1,protein_coding,926,,,,,,,,,,,,,,,,,,
