Mouse_BIP number,Mouse_Gene stable ID,Mouse_Chromosome/scaffold name,Mouse_Gene start (bp),Mouse_Gene end (bp),Mouse_Strand,Mouse_Gene description,Mouse_Gene name,Mouse_Gene type,Mouse_Gene stable ID.1,Mouse_Chromosome/scaffold name.1,Mouse_Gene start (bp).1,Mouse_Gene end (bp).1,Mouse_Strand.1,Mouse_Gene description.1,Mouse_Gene name.1,Mouse_Gene type.1,Mouse_distance,Rat_BIP number,Rat_Gene stable ID,Rat_Chromosome/scaffold name,Rat_Gene start (bp),Rat_Gene end (bp),Rat_Strand,Rat_Gene description,Rat_Gene name,Rat_Gene type,Rat_Gene stable ID.1,Rat_Chromosome/scaffold name.1,Rat_Gene start (bp).1,Rat_Gene end (bp).1,Rat_Strand.1,Rat_Gene description.1,Rat_Gene name.1,Rat_Gene type.1,Rat_distance,Algerian_Mouse_BIP number,Algerian_Mouse_Gene stable ID,Algerian_Mouse_Chromosome/scaffold name,Algerian_Mouse_Gene start (bp),Algerian_Mouse_Gene end (bp),Algerian_Mouse_Strand,Algerian_Mouse_Gene description,Algerian_Mouse_Gene name,Algerian_Mouse_Gene type,Algerian_Mouse_Gene stable ID.1,Algerian_Mouse_Chromosome/scaffold name.1,Algerian_Mouse_Gene start (bp).1,Algerian_Mouse_Gene end (bp).1,Algerian_Mouse_Strand.1,Algerian_Mouse_Gene description.1,Algerian_Mouse_Gene name.1,Algerian_Mouse_Gene type.1,Algerian_Mouse_distance,Shrew_Mouse_BIP number,Shrew_Mouse_Gene stable ID,Shrew_Mouse_Chromosome/scaffold name,Shrew_Mouse_Gene start (bp),Shrew_Mouse_Gene end (bp),Shrew_Mouse_Strand,Shrew_Mouse_Gene description,Shrew_Mouse_Gene name,Shrew_Mouse_Gene type,Shrew_Mouse_Gene stable ID.1,Shrew_Mouse_Chromosome/scaffold name.1,Shrew_Mouse_Gene start (bp).1,Shrew_Mouse_Gene end (bp).1,Shrew_Mouse_Strand.1,Shrew_Mouse_Gene description.1,Shrew_Mouse_Gene name.1,Shrew_Mouse_Gene type.1,Shrew_Mouse_distance,Ryukyu_Mouse_BIP number,Ryukyu_Mouse_Gene stable ID,Ryukyu_Mouse_Chromosome/scaffold name,Ryukyu_Mouse_Gene start (bp),Ryukyu_Mouse_Gene end (bp),Ryukyu_Mouse_Strand,Ryukyu_Mouse_Gene description,Ryukyu_Mouse_Gene name,Ryukyu_Mouse_Gene type,Ryukyu_Mouse_Gene stable ID.1,Ryukyu_Mouse_Chromosome/scaffold name.1,Ryukyu_Mouse_Gene start (bp).1,Ryukyu_Mouse_Gene end (bp).1,Ryukyu_Mouse_Strand.1,Ryukyu_Mouse_Gene description.1,Ryukyu_Mouse_Gene name.1,Ryukyu_Mouse_Gene type.1,Ryukyu_Mouse_distance
2176,ENSMUSG00000087151,2,128902866,128907606,-1,predicted gene 14022 [Source:MGI Symbol;Acc:MGI:3649977],Gm14022,lncRNA,ENSMUSG00000027394,2,128907862,128938203,1,tubulin tyrosine ligase [Source:MGI Symbol;Acc:MGI:1916987],Ttl,protein_coding,256,,,,,,,,,,,,,,,,,,,1475,MGP_SPRETEiJ_G0014358,2,129813953,129825194,-1,,,processed_transcript,MGP_SPRETEiJ_G0025200,2,129825450,129855151,1,tubulin tyrosine ligase [Source:MGI Symbol;Acc:MGI:1916987],Ttl,protein_coding,256,,,,,,,,,,,,,,,,,,,1502,MGP_CAROLIEiJ_G0013600,2,121893635,121898334,-1,predicted gene 14022 [Source:MGI Symbol;Acc:MGI:3649977],Gm14022,processed_transcript,MGP_CAROLIEiJ_G0024280,2,121898590,121926523,1,tubulin tyrosine ligase [Source:NCBI gene;Acc:110285528],Ttl,protein_coding,256
2185,ENSMUSG00000027327,2,130988244,131002001,-1,adipose secreted signaling protein [Source:MGI Symbol;Acc:MGI:1914576],Adissp,protein_coding,ENSMUSG00000087405,2,131001457,131013262,1,predicted gene 14232 [Source:MGI Symbol;Acc:MGI:3701956],Gm14232,lncRNA,544,,,,,,,,,,,,,,,,,,,1481,MGP_SPRETEiJ_G0025241,2,132033399,132047187,-1,RIKEN cDNA 1700037H04 gene [Source:MGI Symbol;Acc:MGI:1914576],Adissp,protein_coding,MGP_SPRETEiJ_G0003417,2,132046643,132058393,1,predicted gene 14232 [Source:MGI Symbol;Acc:MGI:3701956],Gm14232,antisense,544,1860,MGP_PahariEiJ_G0025766,3,114263052,114276994,-1,chromosome 3 C20orf27 homolog [Source:NCBI gene;Acc:110318651],Adissp,protein_coding,MGP_PahariEiJ_G0003353,3,114276450,114288345,1,predicted gene 14232 [Source:MGI Symbol;Acc:MGI:3701956],Gm14232,antisense,544,1508,MGP_CAROLIEiJ_G0024321,2,123936988,123950666,-1,chromosome 2 C20orf27 homolog [Source:NCBI gene;Acc:110288982],Adissp,protein_coding,MGP_CAROLIEiJ_G0003256,2,123950122,123962603,1,predicted gene 14232 [Source:MGI Symbol;Acc:MGI:3701956],Gm14232,antisense,544
2188,ENSMUSG00000027342,2,132091082,132095234,-1,proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503],Pcna,protein_coding,ENSMUSG00000087377,2,132094723,132103253,1,expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252],AV099323,lncRNA,511,,,,,,,,,,,,,,,,,,,1485,MGP_SPRETEiJ_G0025258,2,133168737,133172886,-1,proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503],Pcna,protein_coding,MGP_SPRETEiJ_G0003421,2,133172929,133182880,1,expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252],AV099323,antisense,43,1864,MGP_PahariEiJ_G0025783,3,115342686,115347147,-1,proliferating cell nuclear antigen [Source:NCBI gene;Acc:110318283],Pcna,protein_coding,MGP_PahariEiJ_G0003357,3,115347191,115356006,1,expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252],AV099323,antisense,44,1513,MGP_CAROLIEiJ_G0024338,2,125011681,125015940,-1,proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503],Pcna,protein_coding,MGP_CAROLIEiJ_G0003260,2,125015983,125024451,1,expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252],AV099323,antisense,43
2204,ENSMUSG00000074682,2,152253875,152256947,-1,"zinc finger, CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]",Zcchc3,protein_coding,ENSMUSG00000032680,2,152257507,152286250,1,RIKEN cDNA 6820408C15 gene [Source:MGI Symbol;Acc:MGI:3045333],6820408C15Rik,protein_coding,560,,,,,,,,,,,,,,,,,,,1499,MGP_SPRETEiJ_G0025375,2,153804835,153808461,-1,"zinc finger, CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]",Zcchc3,protein_coding,MGP_SPRETEiJ_G0025376,2,153809022,153841182,1,RIKEN cDNA 6820408C15 gene [Source:MGI Symbol;Acc:MGI:3045333],6820408C15Rik,protein_coding,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,ENSMUSG00000038383,2,155120163,155199350,-1,"phosphatidylinositol glycan anchor biosynthesis, class U [Source:MGI Symbol;Acc:MGI:3039607]",Pigu,protein_coding,ENSMUSG00000076216,2,155198737,155198845,1,microRNA 695 [Source:MGI Symbol;Acc:MGI:3629632],Mir695,miRNA,613,,,,,,,,,,,,,,,,,,,1505,MGP_SPRETEiJ_G0025448,2,157003476,157084870,-1,"phosphatidylinositol glycan anchor biosynthesis, class U [Source:MGI Symbol;Acc:MGI:3039607]",Pigu,protein_coding,MGP_SPRETEiJ_G0008154,2,157084264,157084372,1,microRNA 695 [Source:MGI Symbol;Acc:MGI:3629632],Mir695,miRNA,606,1883,MGP_PahariEiJ_G0025971,3,137645400,137727643,-1,phosphatidylinositol glycan anchor biosynthesis class U [Source:NCBI gene;Acc:110318105],Pigu,protein_coding,MGP_PahariEiJ_G0007371,3,137727024,137727136,1,,,miRNA,619,1531,MGP_CAROLIEiJ_G0024526,2,147229485,147309693,-1,phosphatidylinositol glycan anchor biosynthesis class U [Source:NCBI gene;Acc:110308947],Pigu,protein_coding,MGP_CAROLIEiJ_G0007765,2,147309083,147309191,1,microRNA 695 [Source:MGI Symbol;Acc:MGI:3629632],Mir695,miRNA,610
2229,ENSMUSG00000086558,2,159753693,159789296,-1,predicted gene 14223 [Source:MGI Symbol;Acc:MGI:3650698],Gm14223,lncRNA,ENSMUSG00000085198,2,159789261,159823208,1,RIKEN cDNA 4933416E03 gene [Source:MGI Symbol;Acc:MGI:1918331],4933416E03Rik,lncRNA,35,,,,,,,,,,,,,,,,,,,1522,MGP_SPRETEiJ_G0005765,2,161845870,161874797,-1,,,lincRNA,MGP_SPRETEiJ_G0014377,2,161874762,161910293,1,RIKEN cDNA 4933416E03 gene [Source:MGI Symbol;Acc:MGI:1918331],4933416E03Rik,processed_transcript,35,1898,MGP_PahariEiJ_G0005582,3,142257297,142283570,-1,,,lincRNA,MGP_PahariEiJ_G0012422,3,142283535,142322340,1,,,processed_transcript,35,1548,MGP_CAROLIEiJ_G0005510,2,151827844,151856776,-1,,,lincRNA,MGP_CAROLIEiJ_G0013618,2,151856741,151889661,1,RIKEN cDNA 4933416E03 gene [Source:MGI Symbol;Acc:MGI:1918331],4933416E03Rik,processed_transcript,35
2257,ENSMUSG00000087633,2,172267724,172282480,-1,predicted gene 14455 [Source:MGI Symbol;Acc:MGI:3711286],Gm14455,lncRNA,ENSMUSG00000027502,2,172282476,172311828,1,replication termination factor 2 [Source:MGI Symbol;Acc:MGI:1913654],Rtf2,protein_coding,4,,,,,,,,,,,,,,,,,,,1545,MGP_SPRETEiJ_G0014385,2,175248945,175270182,-1,,,processed_transcript,MGP_SPRETEiJ_G0025658,2,175270178,175300887,1,replication termination factor 2 [Source:MGI Symbol;Acc:MGI:1913654],Rtf2,protein_coding,4,1923,MGP_PahariEiJ_G0012430,3,154733293,154748795,-1,predicted gene 14455 [Source:MGI Symbol;Acc:MGI:3711286],Gm14455,processed_transcript,MGP_PahariEiJ_G0026179,3,154748791,154778579,1,replication termination factor 2 [Source:NCBI gene;Acc:110318485],Rtf2,protein_coding,4,1572,MGP_CAROLIEiJ_G0013626,2,164368640,164383745,-1,predicted gene 14455 [Source:MGI Symbol;Acc:MGI:3711286],Gm14455,processed_transcript,MGP_CAROLIEiJ_G0024738,2,164383741,164414645,1,replication termination factor 2 [Source:NCBI gene;Acc:110289646],Rtf2,protein_coding,4
2284,ENSMUSG00000097786,3,30846719,30847713,-1,RIKEN cDNA 4933429H19 gene [Source:MGI Symbol;Acc:MGI:1918530],4933429H19Rik,lncRNA,ENSMUSG00000027706,3,30847024,30875412,1,"SEC62 homolog, preprotein translocation [Source:MGI Symbol;Acc:MGI:1916526]",Sec62,protein_coding,689,,,,,,,,,,,,,,,,,,,1568,MGP_SPRETEiJ_G0003505,3,27627628,27628600,-1,RIKEN cDNA 4933429H19 gene [Source:MGI Symbol;Acc:MGI:1918530],4933429H19Rik,antisense,MGP_SPRETEiJ_G0025840,3,27628322,27656633,1,SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526],Sec62,protein_coding,278,1945,MGP_PahariEiJ_G0003435,4,25496284,25497292,-1,,,antisense,MGP_PahariEiJ_G0026351,4,25496565,25527040,1,"SEC62 homolog, preprotein translocation factor [Source:NCBI gene;Acc:110319998]",Sec62,protein_coding,727,1589,MGP_CAROLIEiJ_G0003341,3,25840779,25841762,-1,RIKEN cDNA 4933429H19 gene [Source:MGI Symbol;Acc:MGI:1918530],4933429H19Rik,antisense,MGP_CAROLIEiJ_G0024906,3,25841057,25869867,1,SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526],Sec62,protein_coding,705
2287,ENSMUSG00000098808,3,36529610,36529673,-1,microRNA 7009 [Source:MGI Symbol;Acc:MGI:5530854],Mir7009,miRNA,ENSMUSG00000027713,3,36530086,36536448,1,RIKEN cDNA 1810062G17 gene [Source:MGI Symbol;Acc:MGI:1919532],1810062G17Rik,protein_coding,413,,,,,,,,,,,,,,,,,,,1571,MGP_SPRETEiJ_G0008193,3,33461186,33461249,-1,microRNA 7009 [Source:MGI Symbol;Acc:MGI:5530854],Mir7009,miRNA,MGP_SPRETEiJ_G0025872,3,33461667,33467979,1,,,protein_coding,418,1948,MGP_PahariEiJ_G0007407,4,30886852,30886915,-1,microRNA 7009 [Source:MGI Symbol;Acc:MGI:5530854],Mir7009,miRNA,MGP_PahariEiJ_G0026378,4,30887331,30893671,1,,,protein_coding,416,1593,MGP_CAROLIEiJ_G0007801,3,31319951,31320014,-1,microRNA 7009 [Source:MGI Symbol;Acc:MGI:5530854],Mir7009,miRNA,MGP_CAROLIEiJ_G0024938,3,31320428,31326857,1,,,protein_coding,414
2289,ENSMUSG00000037270,3,36917253,37107182,1,bridge-like lipid transfer protein family member 1 [Source:MGI Symbol;Acc:MGI:2444631],Bltp1,protein_coding,ENSMUSG00000086090,3,37106364,37114184,-1,predicted gene 12531 [Source:MGI Symbol;Acc:MGI:3650531],Gm12531,lncRNA,818,,,,,,,,,,,,,,,,,,,1573,MGP_SPRETEiJ_G0025877,3,33844050,34057113,1,,,protein_coding,MGP_SPRETEiJ_G0003515,3,34056295,34065402,-1,predicted gene 12531 [Source:MGI Symbol;Acc:MGI:3650531],Gm12531,antisense,818,1950,MGP_PahariEiJ_G0026383,4,31269964,31466762,1,KIAA1109 ortholog [Source:NCBI gene;Acc:110320028],Bltp1,protein_coding,MGP_PahariEiJ_G0003440,4,31465943,31473599,-1,predicted gene 12531 [Source:MGI Symbol;Acc:MGI:3650531],Gm12531,antisense,819,1595,MGP_CAROLIEiJ_G0024943,3,31691476,31883158,1,KIAA1109 ortholog [Source:NCBI gene;Acc:110290746],Bltp1,protein_coding,MGP_CAROLIEiJ_G0003351,3,31882373,31893403,-1,,,antisense,785
2323,ENSMUSG00000102677,3,68667239,68668766,-1,RIKEN cDNA 4930535E02 gene [Source:MGI Symbol;Acc:MGI:1922468],4930535E02Rik,lncRNA,ENSMUSG00000102936,3,68668828,68670000,1,"predicted gene, 35584 [Source:MGI Symbol;Acc:MGI:5594743]",Gm35584,lncRNA,62,,,,,,,,,,,,,,,,,,,1601,MGP_SPRETEiJ_G0005909,3,66354524,66356011,-1,RIKEN cDNA 4930535E02 gene [Source:MGI Symbol;Acc:MGI:1922468],4930535E02Rik,lincRNA,MGP_SPRETEiJ_G0005910,3,66356073,66357241,1,"predicted gene, 35584 [Source:MGI Symbol;Acc:MGI:5594743]",Gm35584,lincRNA,62,1976,MGP_PahariEiJ_G0005717,4,60869357,60870826,-1,RIKEN cDNA 4930535E02 gene [Source:MGI Symbol;Acc:MGI:1922468],4930535E02Rik,lincRNA,MGP_PahariEiJ_G0005718,4,60870896,60872053,1,"predicted gene, 35584 [Source:MGI Symbol;Acc:MGI:5594743]",Gm35584,lincRNA,70,1622,MGP_CAROLIEiJ_G0005642,3,62222165,62223624,-1,RIKEN cDNA 4930535E02 gene [Source:MGI Symbol;Acc:MGI:1922468],4930535E02Rik,lincRNA,MGP_CAROLIEiJ_G0005643,3,62223685,62224847,1,"predicted gene, 35584 [Source:MGI Symbol;Acc:MGI:5594743]",Gm35584,lincRNA,61
2335,ENSMUSG00000085527,3,85463353,85481252,-1,predicted gene 15535 [Source:MGI Symbol;Acc:MGI:3782983],Gm15535,lncRNA,ENSMUSG00000028085,3,85481426,85562929,1,glutamyl-tRNA amidotransferase subunit B [Source:MGI Symbol;Acc:MGI:2442496],Gatb,protein_coding,174,,,,,,,,,,,,,,,,,,,1610,MGP_SPRETEiJ_G0035307,3,83587890,83605784,-1,predicted gene 15535 [Source:MGI Symbol;Acc:MGI:3782983],Gm15535,sense_intronic,MGP_SPRETEiJ_G0026062,3,83605918,83694560,1,"glutamyl-tRNA(Gln) amidotransferase, subunit B [Source:MGI Symbol;Acc:MGI:2442496]",Gatb,protein_coding,134,1985,MGP_PahariEiJ_G0032978,4,76135883,76154187,-1,predicted gene 15535 [Source:MGI Symbol;Acc:MGI:3782983],Gm15535,sense_intronic,MGP_PahariEiJ_G0026563,4,76154361,76227921,1,glutamyl-tRNA amidotransferase subunit B [Source:NCBI gene;Acc:110320111],Gatb,protein_coding,174,1631,MGP_CAROLIEiJ_G0034497,3,78326928,78345565,-1,predicted gene 15535 [Source:MGI Symbol;Acc:MGI:3782983],Gm15535,sense_intronic,MGP_CAROLIEiJ_G0025120,3,78345739,78421848,1,"glutamyl-tRNA(Gln) amidotransferase, subunit B [Source:MGI Symbol;Acc:MGI:2442496]",Gatb,protein_coding,174
2349,ENSMUSG00000105512,3,88592331,88593704,-1,predicted gene 43714 [Source:MGI Symbol;Acc:MGI:5663851],Gm43714,lncRNA,ENSMUSG00000028060,3,88593110,88620231,1,"KH domain containing 4, pre-mRNA splicing factor [Source:MGI Symbol;Acc:MGI:1921450]",Khdc4,protein_coding,594,,,,,,,,,,,,,,,,,,,1621,MGP_SPRETEiJ_G0003551,3,86907565,86908929,-1,,,antisense,MGP_SPRETEiJ_G0026120,3,86908337,86932532,1,"KH domain containing 4, pre-mRNA splicing factor [Source:MGI Symbol;Acc:MGI:1921450]",Khdc4,protein_coding,592,1995,MGP_PahariEiJ_G0003473,4,79180047,79181382,-1,,,antisense,MGP_PahariEiJ_G0026621,4,79180785,79206951,1,"KH domain containing 4, pre-mRNA splicing factor [Source:NCBI gene;Acc:110319884]",Khdc4,protein_coding,597,1642,MGP_CAROLIEiJ_G0003387,3,81465216,81466575,-1,,,antisense,MGP_CAROLIEiJ_G0025177,3,81465983,81493715,1,"KH domain containing 4, pre-mRNA splicing factor [Source:NCBI gene;Acc:110291233]",Khdc4,protein_coding,592
2365,ENSMUSG00000027944,3,89902753,89906087,-1,HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319],Hax1,protein_coding,ENSMUSG00000105552,3,89906067,89928752,1,"predicted gene, 19710 [Source:MGI Symbol;Acc:MGI:5011895]",Gm19710,lncRNA,20,,,,,,,,,,,,,,,,,,,1633,MGP_SPRETEiJ_G0026164,3,88319866,88323209,-1,HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319],Hax1,protein_coding,MGP_SPRETEiJ_G0005940,3,88323189,88345876,1,"predicted gene, 19710 [Source:MGI Symbol;Acc:MGI:5011895]",Gm19710,lincRNA,20,2006,MGP_PahariEiJ_G0026665,4,80450424,80453916,-1,HCLS1 associated protein X-1 [Source:NCBI gene;Acc:110320291],,protein_coding,MGP_PahariEiJ_G0005747,4,80453896,80475619,1,,,lincRNA,20,1653,MGP_CAROLIEiJ_G0025221,3,82756254,82759680,-1,HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319],Hax1,protein_coding,MGP_CAROLIEiJ_G0005672,3,82759660,82782212,1,,,lincRNA,20
2376,ENSMUSG00000086288,3,94906111,94912180,-1,predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193],Gm15265,lncRNA,ENSMUSG00000099033,3,94911479,94911550,1,microRNA 7013 [Source:MGI Symbol;Acc:MGI:5530870],Mir7013,miRNA,701,,,,,,,,,,,,,,,,,,,1639,MGP_SPRETEiJ_G0003565,3,92820241,92826293,-1,predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193],Gm15265,antisense,MGP_SPRETEiJ_G0008214,3,92825595,92825666,1,microRNA 7013 [Source:MGI Symbol;Acc:MGI:5530870],Mir7013,miRNA,698,2013,MGP_PahariEiJ_G0003485,4,85219085,85226078,-1,predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193],Gm15265,antisense,MGP_PahariEiJ_G0007427,4,85225367,85225439,1,microRNA 7013 [Source:MGI Symbol;Acc:MGI:5530870],Mir7013,miRNA,711,1663,MGP_CAROLIEiJ_G0003401,3,89094382,89100635,-1,predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193],Gm15265,antisense,MGP_CAROLIEiJ_G0007822,3,89099930,89100001,1,microRNA 7013 [Source:MGI Symbol;Acc:MGI:5530870],Mir7013,miRNA,705
2386,ENSMUSG00000015748,3,95737436,95763197,-1,pre-mRNA processing factor 3 [Source:MGI Symbol;Acc:MGI:1918017],Prpf3,protein_coding,ENSMUSG00000097189,3,95763278,95768797,1,"predicted gene, 26594 [Source:MGI Symbol;Acc:MGI:5477088]",Gm26594,lncRNA,81,,,,,,,,,,,,,,,,,,,1649,MGP_SPRETEiJ_G0026298,3,93700600,93727484,-1,pre-mRNA processing factor 3 [Source:MGI Symbol;Acc:MGI:1918017],Prpf3,protein_coding,MGP_SPRETEiJ_G0005948,3,93727565,93734480,1,,,lincRNA,81,2023,MGP_PahariEiJ_G0026798,4,86030053,86054570,-1,pre-mRNA processing factor 3 [Source:NCBI gene;Acc:110319774],Prpf3,protein_coding,MGP_PahariEiJ_G0005754,4,86054651,86058416,1,uncharacterized LOC110319811 [Source:NCBI gene;Acc:110319811],,lincRNA,81,1673,MGP_CAROLIEiJ_G0025354,3,89910260,89936086,-1,pre-mRNA processing factor 3 [Source:MGI Symbol;Acc:MGI:1918017],Prpf3,protein_coding,MGP_CAROLIEiJ_G0005679,3,89936167,89941623,1,uncharacterized LOC110290689 [Source:NCBI gene;Acc:110290689],Gm26594,lincRNA,81
2402,ENSMUSG00000097539,3,96308466,96309330,-1,RIKEN cDNA 4930477E14 gene [Source:MGI Symbol;Acc:MGI:1922199],4930477E14Rik,lncRNA,ENSMUSG00000097299,3,96309697,96310264,1,"predicted gene, 26654 [Source:MGI Symbol;Acc:MGI:5477148]",Gm26654,lncRNA,367,,,,,,,,,,,,,,,,,,,1657,MGP_SPRETEiJ_G0005952,3,94280038,94280906,-1,RIKEN cDNA 4930477E14 gene [Source:MGI Symbol;Acc:MGI:1922199],4930477E14Rik,lincRNA,MGP_SPRETEiJ_G0005953,3,94281274,94281835,1,"predicted gene, 26654 [Source:MGI Symbol;Acc:MGI:5477148]",Gm26654,lincRNA,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,ENSMUSG00000054426,3,115675223,115681791,-1,RIKEN cDNA A930005H10 gene [Source:MGI Symbol;Acc:MGI:1915411],A930005H10Rik,lncRNA,ENSMUSG00000033554,3,115681486,115728010,1,diphthamide biosynthesis 5 [Source:MGI Symbol;Acc:MGI:1916990],Dph5,protein_coding,305,,,,,,,,,,,,,,,,,,,1695,MGP_SPRETEiJ_G0014410,3,114339549,114346130,-1,RIKEN cDNA A930005H10 gene [Source:MGI Symbol;Acc:MGI:1915411],A930005H10Rik,processed_transcript,MGP_SPRETEiJ_G0026509,3,114345853,114383456,1,,,protein_coding,277,2069,MGP_PahariEiJ_G0012455,4,104600185,104607259,-1,uncharacterized LOC110321096 [Source:NCBI gene;Acc:110321096],,processed_transcript,MGP_PahariEiJ_G0027005,4,104606963,104638284,1,diphthamide biosynthesis 5 [Source:NCBI gene;Acc:110320467],Dph5,protein_coding,296,1717,MGP_CAROLIEiJ_G0013648,3,109604923,109612189,-1,uncharacterized LOC110291210 [Source:NCBI gene;Acc:110291210],A930005H10Rik,processed_transcript,MGP_CAROLIEiJ_G0025559,3,109611912,109644000,1,,,protein_coding,277
2457,ENSMUSG00000105057,3,122087088,122097262,1,"predicted gene, 40190 [Source:MGI Symbol;Acc:MGI:5623075]",Gm40190,lncRNA,ENSMUSG00000076456,3,122087234,122087352,-1,microRNA 760 [Source:MGI Symbol;Acc:MGI:3691613],Mir760,miRNA,264,,,,,,,,,,,,,,,,,,,1699,MGP_SPRETEiJ_G0005996,3,121097793,121117165,1,,,lincRNA,MGP_SPRETEiJ_G0008227,3,121097939,121098057,-1,microRNA 760 [Source:MGI Symbol;Acc:MGI:3691613],Mir760,miRNA,264,2073,MGP_PahariEiJ_G0005797,4,110737861,110751393,1,,,lincRNA,MGP_PahariEiJ_G0007439,4,110738010,110738128,-1,,,miRNA,267,1721,MGP_CAROLIEiJ_G0005721,3,115808790,115819841,1,"predicted gene, 40190 [Source:MGI Symbol;Acc:MGI:5623075]",Gm40190,lincRNA,MGP_CAROLIEiJ_G0007834,3,115808936,115809054,-1,microRNA 760 [Source:MGI Symbol;Acc:MGI:3691613],Mir760,miRNA,264
2466,ENSMUSG00000062006,3,130520480,130524047,-1,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686],Rpl34,protein_coding,ENSMUSG00000105789,3,130524109,130565292,1,predicted gene 42997 [Source:MGI Symbol;Acc:MGI:5663134],Gm42997,lncRNA,62,,,,,,,,,,,,,,,,,,,1708,MGP_SPRETEiJ_G0026589,3,129864532,129868095,-1,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686],Rpl34,protein_coding,MGP_SPRETEiJ_G0006007,3,129868157,129909986,1,predicted gene 42997 [Source:MGI Symbol;Acc:MGI:5663134],Gm42997,lincRNA,62,2079,MGP_PahariEiJ_G0027085,4,118765987,118769753,-1,ribosomal protein L34 [Source:NCBI gene;Acc:110320412],Rpl34,protein_coding,MGP_PahariEiJ_G0005806,4,118769818,118813092,1,predicted gene 42997 [Source:MGI Symbol;Acc:MGI:5663134],Gm42997,lincRNA,65,,,,,,,,,,,,,,,,,,
2476,ENSMUSG00000105000,3,143281294,143282762,-1,predicted gene 43616 [Source:MGI Symbol;Acc:MGI:5663753],Gm43616,lncRNA,ENSMUSG00000104939,3,143282375,143294931,1,"predicted gene, 33651 [Source:MGI Symbol;Acc:MGI:5592810]",Gm33651,lncRNA,387,,,,,,,,,,,,,,,,,,,1717,MGP_SPRETEiJ_G0006043,3,143154657,143156120,-1,predicted gene 43616 [Source:MGI Symbol;Acc:MGI:5663753],Gm43616,lincRNA,MGP_SPRETEiJ_G0006044,3,143155733,143168294,1,"predicted gene, 33651 [Source:MGI Symbol;Acc:MGI:5592810]",Gm33651,lincRNA,387,2088,MGP_PahariEiJ_G0005841,4,131087074,131088530,-1,predicted gene 43616 [Source:MGI Symbol;Acc:MGI:5663753],Gm43616,lincRNA,MGP_PahariEiJ_G0005842,4,131088143,131100863,1,"predicted gene, 33651 [Source:MGI Symbol;Acc:MGI:5592810]",Gm33651,lincRNA,387,1738,MGP_CAROLIEiJ_G0005768,3,136806422,136807894,-1,predicted gene 43616 [Source:MGI Symbol;Acc:MGI:5663753],Gm43616,lincRNA,MGP_CAROLIEiJ_G0005769,3,136807507,136820101,1,"predicted gene, 33651 [Source:MGI Symbol;Acc:MGI:5592810]",Gm33651,lincRNA,387
2506,ENSMUSG00000078057,4,36668510,36668586,-1,microRNA 873a [Source:MGI Symbol;Acc:MGI:3718563],Mir873a,miRNA,ENSMUSG00000106425,4,36668510,36668586,1,microRNA 873b [Source:MGI Symbol;Acc:MGI:5562760],Mir873b,miRNA,76,,,,,,,,,,,,,,,,,,,1747,MGP_SPRETEiJ_G0008256,4,33844315,33844391,-1,microRNA 873a [Source:MGI Symbol;Acc:MGI:3718563],Mir873a,miRNA,MGP_SPRETEiJ_G0008257,4,33844315,33844391,1,microRNA 873b [Source:MGI Symbol;Acc:MGI:5562760],Mir873b,miRNA,76,1660,MGP_PahariEiJ_G0007260,22,43012437,43012513,-1,microRNA 873a [Source:MGI Symbol;Acc:MGI:3718563],Mir873a,miRNA,MGP_PahariEiJ_G0007259,22,43012437,43012513,1,microRNA 873b [Source:MGI Symbol;Acc:MGI:5562760],Mir873b,miRNA,76,,,,,,,,,,,,,,,,,,
