Gene stable ID,Turkey gene stable ID,Turkey gene name,Turkey homology type,Duck gene stable ID,Duck gene name,Duck homology type,Golden eagle gene stable ID,Golden eagle gene name,Golden eagle homology type,Japanese quail gene stable ID,Japanese quail gene name,Japanese quail homology type,Collared flycatcher gene stable ID,Collared flycatcher gene name,Collared flycatcher homology type,Gene name
ENSGALG00010009408,ENSMGAG00000022138,,ortholog_one2one,ENSAPLG00000010495,,ortholog_one2one,ENSACCG00020013516,,ortholog_one2one,ENSCJPG00005005958,,ortholog_one2one,ENSFALG00000024845,,ortholog_one2one,GTF2H2
ENSGALG00010009435,,,,ENSAPLG00000007900,GTDC1,ortholog_one2one,ENSACCG00020004583,GTDC1,ortholog_one2one,ENSCJPG00005020785,GTDC1,ortholog_one2one,ENSFALG00000013845,GTDC1,ortholog_one2one,GTDC1
ENSGALG00010009435,,,,ENSAPLG00000007900,GTDC1,ortholog_one2one,ENSACCG00020004583,GTDC1,ortholog_one2one,ENSCJPG00005020785,GTDC1,ortholog_one2one,ENSFALG00000013845,GTDC1,ortholog_one2one,GTDC1
ENSGALG00010009446,ENSMGAG00000018585,,ortholog_one2one,ENSAPLG00000011140,,ortholog_one2one,ENSACCG00020013422,,ortholog_one2one,,,,ENSFALG00000012304,,ortholog_one2one,
ENSGALG00010009453,ENSMGAG00000020163,,ortholog_one2one,ENSAPLG00000012156,GSAP,ortholog_one2one,ENSACCG00020007887,GSAP,ortholog_one2one,ENSCJPG00005005285,GSAP,ortholog_one2one,ENSFALG00000028043,,ortholog_one2one,GSAP
ENSGALG00010009457,,,,ENSAPLG00000024276,,ortholog_one2one,ENSACCG00020013403,,ortholog_one2one,ENSCJPG00005005992,,ortholog_one2one,ENSFALG00000025482,,ortholog_one2one,
ENSGALG00010009462,ENSMGAG00000011635,,ortholog_one2one,ENSAPLG00000011341,NRBF2,ortholog_one2one,ENSACCG00020002162,NRBF2,ortholog_one2one,ENSCJPG00005015906,NRBF2,ortholog_one2one,ENSFALG00000025961,NRBF2,ortholog_one2one,NRBF2
ENSGALG00010009463,ENSMGAG00000012570,MRPL13,ortholog_one2one,ENSAPLG00000019065,MRPL13,ortholog_one2one,ENSACCG00020001937,MRPL13,ortholog_one2one,ENSCJPG00005005563,MRPL13,ortholog_one2one,ENSFALG00000002422,MRPL13,ortholog_one2one,MRPL13
ENSGALG00010009472,,,,,,,ENSACCG00020002112,ADO,ortholog_one2one,ENSCJPG00005015873,ADO,ortholog_one2one,ENSFALG00000026091,ADO,ortholog_one2one,ADO
ENSGALG00010009479,ENSMGAG00000012572,MTBP,ortholog_one2one,ENSAPLG00000005442,MTBP,ortholog_one2one,ENSACCG00020001912,MTBP,ortholog_one2one,ENSCJPG00005005568,MTBP,ortholog_one2one,ENSFALG00000002426,MTBP,ortholog_one2one,MTBP
ENSGALG00010009498,ENSMGAG00000012670,,ortholog_one2one,ENSAPLG00000010668,ORC4,ortholog_one2one,ENSACCG00020004654,ORC4,ortholog_one2one,ENSCJPG00005020767,ORC4,ortholog_one2one,ENSFALG00000013856,ORC4,ortholog_one2one,ORC4
ENSGALG00010009542,ENSMGAG00000012690,WDR1,ortholog_one2one,ENSAPLG00000016176,WDR1,ortholog_one2one,ENSACCG00020000169,WDR1,ortholog_one2one,ENSCJPG00005018439,WDR1,ortholog_one2one,ENSFALG00000009356,WDR1,ortholog_one2one,WDR1
ENSGALG00010009543,ENSMGAG00000001995,,ortholog_one2one,ENSAPLG00000009580,MAF1,ortholog_one2one,ENSACCG00020003309,MAF1,ortholog_one2one,ENSCJPG00005002617,MAF1,ortholog_one2one,,,,MAF1
ENSGALG00010009569,,,,ENSAPLG00000007302,ZC3H18,ortholog_one2one,ENSACCG00020002926,ZC3H18,ortholog_one2one,ENSCJPG00005014938,ZC3H18,ortholog_one2one,ENSFALG00000006471,ZC3H18,ortholog_one2one,ZC3H18
ENSGALG00010009574,,,,ENSAPLG00000030984,TAF1C,ortholog_one2one,ENSACCG00020011376,TAF1C,ortholog_one2one,ENSCJPG00005006300,TAF1C,ortholog_one2one,ENSFALG00000000155,,ortholog_one2one,TAF1C
ENSGALG00010009595,ENSMGAG00000002718,,ortholog_one2one,ENSAPLG00000005890,LYRM7,ortholog_one2one,ENSACCG00020010907,LYRM7,ortholog_one2one,ENSCJPG00005009583,LYRM7,ortholog_one2one,ENSFALG00000027113,LYRM7,ortholog_one2one,
ENSGALG00010009596,ENSMGAG00000012073,URB2,ortholog_one2one,ENSAPLG00000002998,URB2,ortholog_one2one,ENSACCG00020005083,URB2,ortholog_one2one,ENSCJPG00005003865,URB2,ortholog_one2one,ENSFALG00000003385,URB2,ortholog_one2one,URB2
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009615,ENSMGAG00000015651,,ortholog_one2one,ENSAPLG00000016883,,ortholog_one2one,ENSACCG00020005815,,ortholog_one2one,,,,,,,
ENSGALG00010009629,ENSMGAG00000022319,,ortholog_one2one,,,,,,,ENSCJPG00005006303,,ortholog_one2one,ENSFALG00000000163,,ortholog_one2one,
ENSGALG00010009637,,,,,,,ENSACCG00020002886,CYBA,ortholog_one2one,ENSCJPG00005014996,CYBA,ortholog_one2one,ENSFALG00000003496,CYBA,ortholog_one2one,CYBA
ENSGALG00010009654,ENSMGAG00000021922,NDUFA12,ortholog_one2one,,,,ENSACCG00020015116,NDUFA12,ortholog_one2one,ENSCJPG00005004973,NDUFA12,ortholog_one2one,ENSFALG00000010757,NDUFA12,ortholog_one2one,NDUFA12
ENSGALG00010009654,ENSMGAG00000021922,NDUFA12,ortholog_one2one,,,,ENSACCG00020015116,NDUFA12,ortholog_one2one,ENSCJPG00005004973,NDUFA12,ortholog_one2one,ENSFALG00000010757,NDUFA12,ortholog_one2one,NDUFA12
ENSGALG00010009704,ENSMGAG00000005908,RGP1,ortholog_one2one,ENSAPLG00000006838,RGP1,ortholog_one2one,,,,ENSCJPG00005006309,RGP1,ortholog_one2one,,,,RGP1
ENSGALG00010009708,ENSMGAG00000018986,SMIM45,ortholog_one2one,ENSAPLG00000027486,SMIM45,ortholog_one2one,ENSACCG00020010728,SMIM45,ortholog_one2one,ENSCJPG00005009090,SMIM45,ortholog_one2one,,,,SMIM45
ENSGALG00010009720,ENSMGAG00000006446,RELN,ortholog_one2one,ENSAPLG00000011317,RELN,ortholog_one2one,ENSACCG00020008148,RELN,ortholog_one2one,ENSCJPG00005006066,RELN,ortholog_one2one,ENSFALG00000010360,RELN,ortholog_one2one,RELN
ENSGALG00010009722,ENSMGAG00000005922,,ortholog_one2one,ENSAPLG00000021293,GBA2,ortholog_one2one,ENSACCG00020011194,GBA2,ortholog_one2one,ENSCJPG00005006317,GBA2,ortholog_one2one,ENSFALG00000025414,,ortholog_one2one,GBA2
ENSGALG00010009795,ENSMGAG00000019653,NDUFA6,ortholog_one2one,ENSAPLG00000006912,NDUFA6,ortholog_one2one,ENSACCG00020010666,NDUFA6,ortholog_one2one,ENSCJPG00005009084,NDUFA6,ortholog_one2one,ENSFALG00000027411,NDUFA6,ortholog_one2one,NDUFA6
ENSGALG00010009809,ENSMGAG00000020728,SMDT1,ortholog_one2one,ENSAPLG00000002343,SMDT1,ortholog_one2one,ENSACCG00020010678,SMDT1,ortholog_one2one,ENSCJPG00005009085,SMDT1,ortholog_one2one,ENSFALG00000011733,SMDT1,ortholog_one2one,SMDT1
ENSGALG00010009850,ENSMGAG00000012732,,ortholog_one2one,ENSAPLG00000007092,RIF1,ortholog_one2one,ENSACCG00020004834,RIF1,ortholog_one2one,ENSCJPG00005020659,RIF1,ortholog_one2one,ENSFALG00000013874,RIF1,ortholog_one2one,RIF1
ENSGALG00010009857,ENSMGAG00000006580,,ortholog_one2one,ENSAPLG00000002905,ORC5,ortholog_one2one,ENSACCG00020008245,ORC5,ortholog_one2one,ENSCJPG00005006402,ORC5,ortholog_one2one,ENSFALG00000010342,ORC5,ortholog_one2one,ORC5
ENSGALG00010009868,ENSMGAG00000014502,LTN1,ortholog_one2one,,,,ENSACCG00020004947,LTN1,ortholog_one2one,ENSCJPG00005004734,LTN1,ortholog_one2one,ENSFALG00000006328,,ortholog_one2one,LTN1
ENSGALG00010009868,ENSMGAG00000014502,LTN1,ortholog_one2one,,,,ENSACCG00020004947,LTN1,ortholog_one2one,ENSCJPG00005004734,LTN1,ortholog_one2one,ENSFALG00000006328,,ortholog_one2one,LTN1
ENSGALG00010010017,ENSMGAG00000011116,,ortholog_one2one,ENSAPLG00000007839,CCDC59,ortholog_one2one,ENSACCG00020010109,CCDC59,ortholog_one2one,ENSCJPG00005004695,CCDC59,ortholog_one2one,ENSFALG00000010525,CCDC59,ortholog_one2one,CCDC59
ENSGALG00010010085,ENSMGAG00000012985,TDG,ortholog_one2one,ENSAPLG00000006522,TDG,ortholog_one2one,ENSACCG00020005791,TDG,ortholog_one2one,ENSCJPG00005018306,TDG,ortholog_one2one,ENSFALG00000000571,TDG,ortholog_one2one,TDG
ENSGALG00010010095,ENSMGAG00000012998,,ortholog_one2one,,,,ENSACCG00020005802,UQCC6,ortholog_one2one,,,,ENSFALG00000028422,UQCC6,ortholog_one2one,C12orf73
ENSGALG00010010177,ENSMGAG00000011772,STRA8,ortholog_one2one,ENSAPLG00000002652,STRA8,ortholog_one2one,ENSACCG00020012231,STRA8,ortholog_one2one,ENSCJPG00005008372,STRA8,ortholog_one2one,ENSFALG00000011279,STRA8,ortholog_one2one,STRA8
ENSGALG00010010191,ENSMGAG00000006741,,ortholog_one2one,ENSAPLG00000005381,RINT1,ortholog_one2one,ENSACCG00020008920,RINT1,ortholog_one2one,ENSCJPG00005006602,RINT1,ortholog_one2one,ENSFALG00000010307,RINT1,ortholog_one2one,RINT1
ENSGALG00010010196,,,,ENSAPLG00000005904,EFCAB10,ortholog_one2one,ENSACCG00020008938,EFCAB10,ortholog_one2one,ENSCJPG00005006604,EFCAB10,ortholog_one2one,,,,EFCAB10
ENSGALG00010010197,ENSMGAG00000011391,,ortholog_one2one,ENSAPLG00000004893,SCCPDH,ortholog_one2one,ENSACCG00020008443,SCCPDH,ortholog_one2one,ENSCJPG00005013801,SCCPDH,ortholog_one2one,ENSFALG00000023810,SCCPDH,ortholog_one2one,SCCPDH
ENSGALG00010010218,ENSMGAG00000014121,PBK,ortholog_one2one,,,,ENSACCG00020006136,PBK,ortholog_one2one,ENSCJPG00005012979,PBK,ortholog_one2one,ENSFALG00000003610,PBK,ortholog_one2one,PBK
ENSGALG00010010270,ENSMGAG00000003888,SSR1,ortholog_one2one,ENSAPLG00000004473,SSR1,ortholog_one2one,ENSACCG00020012841,SSR1,ortholog_one2one,ENSCJPG00005016996,SSR1,ortholog_one2one,ENSFALG00000028864,SSR1,ortholog_one2one,SSR1
ENSGALG00010010279,,,,,,,ENSACCG00020004938,CCSAP,ortholog_one2one,ENSCJPG00005003838,CCSAP,ortholog_one2one,ENSFALG00000028974,CCSAP,ortholog_one2one,CCSAP
ENSGALG00010010279,,,,,,,ENSACCG00020004938,CCSAP,ortholog_one2one,ENSCJPG00005003838,CCSAP,ortholog_one2one,ENSFALG00000028974,CCSAP,ortholog_one2one,CCSAP
ENSGALG00010010284,ENSMGAG00000014123,CCDC25,ortholog_one2one,,,,ENSACCG00020006104,CCDC25,ortholog_one2one,ENSCJPG00005012981,CCDC25,ortholog_one2one,ENSFALG00000026574,CCDC25,ortholog_one2one,CCDC25
ENSGALG00010010338,ENSMGAG00000011401,,ortholog_one2one,ENSAPLG00000014445,CNST,ortholog_one2one,ENSACCG00020008462,CNST,ortholog_one2one,ENSCJPG00005013802,CNST,ortholog_one2one,ENSFALG00000011587,CNST,ortholog_one2one,CNST
ENSGALG00010010379,ENSMGAG00000014128,SLC35F6,ortholog_one2one,ENSAPLG00000022514,SLC35F6,ortholog_one2one,ENSACCG00020006053,SLC35F6,ortholog_one2one,ENSCJPG00005012985,SLC35F6,ortholog_one2one,,,,SLC35F6
ENSGALG00010010386,ENSMGAG00000012843,,ortholog_one2one,ENSAPLG00000010600,PRPF40A,ortholog_one2one,ENSACCG00020012312,PRPF40A,ortholog_one2one,ENSCJPG00005020508,PRPF40A,ortholog_one2one,ENSFALG00000013930,PRPF40A,ortholog_one2one,PRPF40A
ENSGALG00010010408,ENSMGAG00000008413,GAS8,ortholog_one2one,ENSAPLG00000003262,GAS8,ortholog_one2one,ENSACCG00020014562,GAS8,ortholog_one2one,ENSCJPG00005015071,GAS8,ortholog_one2one,ENSFALG00000003004,GAS8,ortholog_one2one,GAS8
ENSGALG00010010421,ENSMGAG00000012504,POLR2F,ortholog_one2one,ENSAPLG00000015235,POLR2F,ortholog_one2one,,,,ENSCJPG00005013620,POLR2F,ortholog_one2one,ENSFALG00000012726,POLR2F,ortholog_one2one,POLR2F
ENSGALG00010010435,,,,,,,ENSACCG00020013353,GAS1,ortholog_one2one,ENSCJPG00005009441,GAS1,ortholog_one2one,ENSFALG00000015250,GAS1,ortholog_one2one,GAS1
ENSGALG00010010446,ENSMGAG00000012498,C22orf23,ortholog_one2one,ENSAPLG00000015251,C22orf23,ortholog_one2one,ENSACCG00020005741,C22orf23,ortholog_one2one,ENSCJPG00005013622,C22orf23,ortholog_one2one,ENSFALG00000024350,C22orf23,ortholog_one2one,C22orf23
ENSGALG00010010457,ENSMGAG00000004796,AGGF1,ortholog_one2one,ENSAPLG00000001528,AGGF1,ortholog_one2one,ENSACCG00020011059,AGGF1,ortholog_one2one,ENSCJPG00005007934,AGGF1,ortholog_one2one,ENSFALG00000010018,AGGF1,ortholog_one2one,AGGF1
ENSGALG00010010466,ENSMGAG00000011351,CRADD,ortholog_one2one,ENSAPLG00000015058,CRADD,ortholog_one2one,ENSACCG00020015241,CRADD,ortholog_one2one,ENSCJPG00005004955,CRADD,ortholog_one2one,ENSFALG00000010722,CRADD,ortholog_one2one,CRADD
ENSGALG00010010528,,,,ENSAPLG00000010646,GPD2,ortholog_one2one,ENSACCG00020012475,GPD2,ortholog_one2one,ENSCJPG00005020499,GPD2,ortholog_one2one,ENSFALG00000003038,GPD2,ortholog_one2one,GPD2
ENSGALG00010010528,,,,ENSAPLG00000010646,GPD2,ortholog_one2one,ENSACCG00020012475,GPD2,ortholog_one2one,ENSCJPG00005020499,GPD2,ortholog_one2one,ENSFALG00000003038,GPD2,ortholog_one2one,GPD2
ENSGALG00010010556,ENSMGAG00000014142,POMC,ortholog_one2one,ENSAPLG00000024407,POMC,ortholog_one2one,ENSACCG00020006401,POMC,ortholog_one2one,ENSCJPG00005012992,POMC,ortholog_one2one,ENSFALG00000002915,,ortholog_one2one,POMC
ENSGALG00010010578,ENSMGAG00000002437,,ortholog_one2one,ENSAPLG00000013478,,ortholog_one2one,ENSACCG00020000948,,ortholog_one2one,ENSCJPG00005012361,,ortholog_one2one,ENSFALG00000006708,,ortholog_one2one,GLUD2
ENSGALG00010010593,ENSMGAG00000012482,EIF3L,ortholog_one2one,ENSAPLG00000015281,EIF3L,ortholog_one2one,ENSACCG00020005792,EIF3L,ortholog_one2one,ENSCJPG00005013628,EIF3L,ortholog_one2one,,,,EIF3L
ENSGALG00010010596,ENSMGAG00000002403,SHLD2,ortholog_one2one,ENSAPLG00000013430,SHLD2,ortholog_one2one,ENSACCG00020000930,SHLD2,ortholog_one2one,ENSCJPG00005012362,SHLD2,ortholog_one2one,ENSFALG00000006729,SHLD2,ortholog_one2one,SHLD2
ENSGALG00010010614,ENSMGAG00000011570,IKBIP,ortholog_one2one,ENSAPLG00000010351,,ortholog_one2one,ENSACCG00020013382,,ortholog_one2one,ENSCJPG00005005104,,ortholog_one2one,ENSFALG00000010992,IKBIP,ortholog_one2one,IKBIP
ENSGALG00010010618,ENSMGAG00000011573,APAF1,ortholog_one2one,ENSAPLG00000010387,APAF1,ortholog_one2one,ENSACCG00020013335,APAF1,ortholog_one2one,ENSCJPG00005005109,APAF1,ortholog_one2one,ENSFALG00000010994,APAF1,ortholog_one2one,APAF1
ENSGALG00010010646,ENSMGAG00000001640,MCM3AP,ortholog_one2one,ENSAPLG00000015213,MCM3AP,ortholog_one2one,ENSACCG00020011305,MCM3AP,ortholog_one2one,ENSCJPG00005012505,MCM3AP,ortholog_one2one,ENSFALG00000004024,MCM3AP,ortholog_one2one,MCM3AP
ENSGALG00010010648,ENSMGAG00000012104,CENPM,ortholog_one2one,ENSAPLG00000003037,CENPM,ortholog_one2one,ENSACCG00020010738,CENPM,ortholog_one2one,ENSCJPG00005009091,CENPM,ortholog_one2one,ENSFALG00000011782,CENPM,ortholog_one2one,CENPM
ENSGALG00010010671,ENSMGAG00000022558,SIGMAR1,ortholog_one2one,ENSAPLG00000007859,SIGMAR1,ortholog_one2one,ENSACCG00020015497,SIGMAR1,ortholog_one2one,ENSCJPG00005005704,SIGMAR1,ortholog_one2one,ENSFALG00000023544,SIGMAR1,ortholog_one2one,SIGMAR1
ENSGALG00010010689,ENSMGAG00000001606,,ortholog_one2one,ENSAPLG00000015047,POFUT2,ortholog_one2one,ENSACCG00020011041,POFUT2,ortholog_one2one,ENSCJPG00005012498,POFUT2,ortholog_one2one,ENSFALG00000027325,,ortholog_one2one,POFUT2
ENSGALG00010010713,ENSMGAG00000005446,,ortholog_one2one,ENSAPLG00000007082,NSA2,ortholog_one2one,ENSACCG00020010586,NSA2,ortholog_one2one,ENSCJPG00005001870,NSA2,ortholog_one2one,ENSFALG00000010090,NSA2,ortholog_one2one,NSA2
ENSGALG00010010734,,,,,,,ENSACCG00020008836,AMN1,ortholog_one2one,ENSCJPG00005020229,AMN1,ortholog_one2one,,,,AMN1
ENSGALG00010010749,ENSMGAG00000002354,,ortholog_one2one,ENSAPLG00000013221,NCOA4,ortholog_one2one,ENSACCG00020000878,NCOA4,ortholog_one2one,ENSCJPG00005012365,NCOA4,ortholog_one2one,ENSFALG00000006744,,ortholog_one2one,NCOA4
ENSGALG00010010752,ENSMGAG00000013337,,ortholog_one2one,ENSAPLG00000006601,,ortholog_one2one,ENSACCG00020008860,,ortholog_one2one,ENSCJPG00005020228,,ortholog_one2one,ENSFALG00000009031,,ortholog_one2one,
ENSGALG00010010756,ENSMGAG00000003416,,ortholog_one2one,ENSAPLG00000000945,CENPL,ortholog_one2one,ENSACCG00020001723,CENPL,ortholog_one2one,ENSCJPG00005021430,CENPL,ortholog_one2one,ENSFALG00000025963,,ortholog_one2one,CENPL
ENSGALG00010010761,ENSMGAG00000012159,MEI1,ortholog_one2one,,,,ENSACCG00020010827,MEI1,ortholog_one2one,ENSCJPG00005009097,MEI1,ortholog_one2one,ENSFALG00000011849,MEI1,ortholog_one2one,MEI1
ENSGALG00010010761,ENSMGAG00000012159,MEI1,ortholog_one2one,,,,ENSACCG00020010827,MEI1,ortholog_one2one,ENSCJPG00005009097,MEI1,ortholog_one2one,ENSFALG00000011849,MEI1,ortholog_one2one,MEI1
ENSGALG00010010766,ENSMGAG00000014151,CENPO,ortholog_one2one,ENSAPLG00000013501,CENPO,ortholog_one2one,ENSACCG00020006512,CENPO,ortholog_one2one,ENSCJPG00005012996,CENPO,ortholog_one2one,,,,CENPO
ENSGALG00010010768,ENSMGAG00000019927,,ortholog_one2one,ENSAPLG00000013120,,ortholog_one2one,ENSACCG00020000854,,ortholog_one2one,ENSCJPG00005012366,,ortholog_one2one,ENSFALG00000006749,,ortholog_one2one,TIMM23B
ENSGALG00010010810,ENSMGAG00000021951,,ortholog_one2one,ENSAPLG00000025606,GALT,ortholog_one2one,ENSACCG00020015471,GALT,ortholog_one2one,ENSCJPG00005005705,GALT,ortholog_one2one,ENSFALG00000009820,GALT,ortholog_one2one,GALT
ENSGALG00010010853,ENSMGAG00000018966,SMIM20,ortholog_one2one,ENSAPLG00000026829,SMIM20,ortholog_one2one,ENSACCG00020000212,SMIM20,ortholog_one2one,ENSCJPG00005018355,SMIM20,ortholog_one2one,ENSFALG00000009156,SMIM20,ortholog_one2one,SMIM20
ENSGALG00010010855,ENSMGAG00000014493,ATP5PF,ortholog_one2one,ENSAPLG00000030333,ATP5PF,ortholog_one2one,ENSACCG00020007632,ATP5PF,ortholog_one2one,ENSCJPG00005004680,ATP5PF,ortholog_one2one,ENSFALG00000011994,ATP5PF,ortholog_one2one,ATP5PF
ENSGALG00010010874,ENSMGAG00000021035,CD83,ortholog_one2one,ENSAPLG00000020318,CD83,ortholog_one2one,ENSACCG00020013980,CD83,ortholog_one2one,ENSCJPG00005017291,CD83,ortholog_one2one,ENSFALG00000013437,CD83,ortholog_one2one,
ENSGALG00010010876,ENSMGAG00000012237,,ortholog_one2one,,,,,,,ENSCJPG00005000818,,ortholog_one2one,,,,
ENSGALG00010010913,ENSMGAG00000012025,IFT56,ortholog_one2one,ENSAPLG00000004028,IFT56,ortholog_one2one,ENSACCG00020013818,IFT56,ortholog_one2one,ENSCJPG00005008986,IFT56,ortholog_one2one,ENSFALG00000011588,IFT56,ortholog_one2one,IFT56
ENSGALG00010010929,ENSMGAG00000019699,FMC1,ortholog_one2one,,,,ENSACCG00020013682,FMC1,ortholog_one2one,ENSCJPG00005008991,FMC1,ortholog_one2one,,,,FMC1
ENSGALG00010010930,ENSMGAG00000002776,,ortholog_one2one,ENSAPLG00000027703,FAM163A,ortholog_one2one,ENSACCG00020007656,FAM163A,ortholog_one2one,ENSCJPG00005021368,FAM163A,ortholog_one2one,ENSFALG00000008144,FAM163A,ortholog_one2one,FAM163A
ENSGALG00010010976,ENSMGAG00000021831,,ortholog_one2one,,,,ENSACCG00020012742,,ortholog_one2one,ENSCJPG00005012658,,ortholog_one2one,ENSFALG00000006858,,ortholog_one2one,DYDC2
ENSGALG00010011015,ENSMGAG00000004002,LYRM4,ortholog_one2one,ENSAPLG00000025581,,ortholog_one2one,ENSACCG00020012608,,ortholog_one2one,ENSCJPG00005016880,LYRM4,ortholog_one2one,ENSFALG00000013168,LYRM4,ortholog_one2one,LYRM4
ENSGALG00010011022,ENSMGAG00000005059,C5orf22,ortholog_one2one,ENSAPLG00000004273,C5orf22,ortholog_one2one,ENSACCG00020014892,C5orf22,ortholog_one2one,ENSCJPG00005015600,C5orf22,ortholog_one2one,ENSFALG00000012879,C5orf22,ortholog_one2one,C2H5ORF22
ENSGALG00010011028,ENSMGAG00000014184,HMBOX1,ortholog_one2one,ENSAPLG00000006003,HMBOX1,ortholog_one2one,ENSACCG00020006754,HMBOX1,ortholog_one2one,ENSCJPG00005013011,HMBOX1,ortholog_one2one,ENSFALG00000010859,HMBOX1,ortholog_one2one,HMBOX1
ENSGALG00010011029,ENSMGAG00000021942,,ortholog_one2one,ENSAPLG00000006209,HMGCR,ortholog_one2one,ENSACCG00020010636,HMGCR,ortholog_one2one,ENSCJPG00005001819,HMGCR,ortholog_one2one,ENSFALG00000010078,HMGCR,ortholog_one2one,HMGCR
ENSGALG00010011033,ENSMGAG00000005087,DROSHA,ortholog_one2one,ENSAPLG00000004372,DROSHA,ortholog_one2one,ENSACCG00020014847,DROSHA,ortholog_one2one,ENSCJPG00005015599,DROSHA,ortholog_one2one,ENSFALG00000012843,DROSHA,ortholog_one2one,DROSHA
ENSGALG00010011059,ENSMGAG00000022393,,ortholog_one2one,ENSAPLG00000006971,,ortholog_one2one,ENSACCG00020010622,,ortholog_one2one,ENSCJPG00005001833,,ortholog_one2one,ENSFALG00000028313,,ortholog_one2one,
ENSGALG00010011074,,,,,,,,,,,,,ENSFALG00000028291,,ortholog_one2one,
ENSGALG00010011091,ENSMGAG00000013318,,ortholog_one2one,ENSAPLG00000004982,YARS2,ortholog_one2one,ENSACCG00020008622,YARS2,ortholog_one2one,ENSCJPG00005020238,YARS2,ortholog_one2one,ENSFALG00000001189,,ortholog_one2one,YARS2
ENSGALG00010011111,ENSMGAG00000002127,MRPS14,ortholog_one2one,ENSAPLG00000030710,MRPS14,ortholog_one2one,ENSACCG00020008108,MRPS14,ortholog_one2one,ENSCJPG00005021338,MRPS14,ortholog_one2one,ENSFALG00000008407,MRPS14,ortholog_one2one,MRPS14
ENSGALG00010011124,ENSMGAG00000002117,,ortholog_one2one,ENSAPLG00000003474,CACYBP,ortholog_one2one,ENSACCG00020008116,CACYBP,ortholog_one2one,ENSCJPG00005021337,CACYBP,ortholog_one2one,ENSFALG00000023960,CACYBP,ortholog_one2one,CACYBP
ENSGALG00010011275,ENSMGAG00000014580,,ortholog_one2one,ENSAPLG00000007171,WDR4,ortholog_one2one,ENSACCG00020007850,WDR4,ortholog_one2one,ENSCJPG00005008712,WDR4,ortholog_one2one,ENSFALG00000027087,WDR4,ortholog_one2one,WDR4
ENSGALG00010011280,ENSMGAG00000007851,,ortholog_one2one,ENSAPLG00000012865,FAM199X,ortholog_one2one,ENSACCG00020009748,FAM199X,ortholog_one2one,ENSCJPG00005018831,FAM199X,ortholog_one2one,ENSFALG00000025741,FAM199X,ortholog_one2one,FAM199X
ENSGALG00010011293,ENSMGAG00000014581,,ortholog_one2one,ENSAPLG00000001508,,ortholog_one2one,ENSACCG00020007876,NDUFV3,ortholog_one2one,ENSCJPG00005008713,,ortholog_one2one,ENSFALG00000001974,,ortholog_one2one,NDUFV3
ENSGALG00010011304,ENSMGAG00000007840,,ortholog_one2one,ENSAPLG00000012635,,ortholog_one2one,ENSACCG00020009764,,ortholog_one2one,ENSCJPG00005018830,COMMD5,ortholog_one2one,ENSFALG00000026996,,ortholog_one2one,COMMD5
ENSGALG00010011363,ENSMGAG00000014214,FDFT1,ortholog_one2one,,,,ENSACCG00020008591,FDFT1,ortholog_one2one,ENSCJPG00005000819,,ortholog_one2one,ENSFALG00000002507,FDFT1,ortholog_one2one,FDFT1
ENSGALG00010011363,ENSMGAG00000014214,FDFT1,ortholog_one2one,,,,ENSACCG00020008591,FDFT1,ortholog_one2one,ENSCJPG00005000819,,ortholog_one2one,ENSFALG00000002507,FDFT1,ortholog_one2one,FDFT1
ENSGALG00010011374,ENSMGAG00000020115,,ortholog_one2one,ENSAPLG00000005752,,ortholog_one2one,ENSACCG00020015621,,ortholog_one2one,ENSCJPG00005013838,,ortholog_one2one,ENSFALG00000013112,,ortholog_one2one,
ENSGALG00010011407,ENSMGAG00000011158,CEP290,ortholog_one2one,ENSAPLG00000011991,CEP290,ortholog_one2one,ENSACCG00020015797,CEP290,ortholog_one2one,,,,ENSFALG00000010610,CEP290,ortholog_one2one,CEP290
ENSGALG00010011407,ENSMGAG00000011158,CEP290,ortholog_one2one,ENSAPLG00000011991,CEP290,ortholog_one2one,ENSACCG00020015797,CEP290,ortholog_one2one,,,,ENSFALG00000010610,CEP290,ortholog_one2one,CEP290
